SITE_ID,VISIT_NO,UID,DATE_COL,AREA_HA,DSGN12,ELEVATION,EPA_REG,EVALSTAT,HUC2,HUC8,LAKE_ORIGIN,LAKE_ORIGIN12,LAT_DD83,LON_DD83,PERIM_KM,SITEID_07,ST_SITEID,STATUS,ECO_LEV_3,ECO_LEV_3_2015,ECO_LEV_4,ECO_LEV_4_2015,XCOORD,YCOORD
NLA12_ND-191,,,,13.14708792,Included,685.34,Region_8,Nontarget-Ephemeral,10,10110101,,,48.35320076,-102.0198765,2.454745942,,NLA12_ND-191,Non_Target,42,42,42d,42d,-450198.9156,1224562.609
NLA12_ND-192,,,,1.880789198,Included,603.38,Region_8,Nontarget-Ephemeral,10,10160002,,,47.14988085,-99.35156079,0.503106713,,NLA12_ND-192,Non_Target,42,42,42a,42a,-255446.5256,1081991.055
NLA12_ND-193,1,7449,7/26/2012,45.10079929,Included,550.62,Region_8,TargetSampleable,10,10160002,NATURAL,NATURAL,47.08352059,-99.22730879,2.818150075,,NLA12_ND-193,Target_Sampled,42,42,42a,42a,-246229.3359,1074326.902
NLA12_ND-194,1,7559,7/31/2012,1718.487658,Included,549.48,Region_8,TargetSampleable,9,9010002,MAN_MADE,RESERVOIR,48.72020198,-102.1149998,87.40912022,,NLA12_ND-194,Target_Sampled,46,46,46h,46h,-454706.0676,1265320.159
NLA12_ND-195,,,,8.780047876,Included,636.53,Region_8,Nontarget-Ephemeral,9,9010001,,,48.09570465,-101.5140097,1.230965826,,NLA12_ND-195,Non_Target,42,42,42a,42a,-414057.0998,1193943.352
NLA12_ND-196,1,6964,7/5/2012,172.5442031,Included,558.81,Region_8,TargetSampleable,10,10130103,NATURAL,NATURAL,47.24136596,-99.83730412,9.599342895,,NLA12_ND-196,Target_Sampled,42,42,42b,42b,-292041.2602,1093500.222
NLA12_ND-197,,,,15.98156052,Included,556.12,Region_8,Nontarget-Ephemeral,10,10130103,,,47.07087081,-100.0684985,1.840253094,,NLA12_ND-197,Non_Target,42,42,42b,42b,-310433.1154,1075392.128
NLA12_ND-198,1,7645,8/1/2012,4.303303461,Included,648.28,Region_8,TargetSampleable,9,9010004,NATURAL,NATURAL,48.87733825,-99.97954534,0.932052601,,NLA12_ND-198,Target_Sampled,46,46,46b,46b,-295310.1604,1274143.664
NLA12_ND-199,1,8150,8/22/2012,19.19744403,Included,489.28,Region_8,TargetSampleable,9,9010003,NATURAL,NATURAL,47.848299,-100.278256,1.806966922,,NLA12_ND-199,Target_Sampled,46,46,46i,46i,-322561.7862,1161904.263
NLA12_ND-200,,,,3.789779782,Included,475.55,Region_8,Nontarget-TooShallow,9,9010004,,,48.48540921,-99.9288092,0.817017805,,NLA12_ND-200,Lake_Shallow,46,46,46c,46c,-293328.855,1230918.908
NLA12_ND-201,,,,15.7258529,Included,561.82,Region_8,AccessDenied,10,10160003,NATURAL,NATURAL,46.76583074,-99.29206199,1.691768476,,NLA12_ND-201,Target_Denied,42,42,42a,42a,-252385.6346,1039353.595
NLA12_ND-202,1,7644,8/2/2012,14.35587541,Included,684.75,Region_8,TargetSampleable,10,10110101,NATURAL,NATURAL,48.6652108,-103.0632567,1.827651509,,NLA12_ND-202,Target_Sampled,42,42,42d,42d,-525545.555,1264177.461
NLA12_ND-R17,1,8661,9/20/2012,417.5320059,Excluded,560.4,Region_8,TargetSampleable,10,10130103,NATURAL,NATURAL,46.74569439,-99.49689806,10.03020684,,NLA12_ND-R17,Target_Sampled,42,42,42b,42b,-268164.5315,1037686.006
NLA12_ND-R18,1,8662,9/20/2012,62.71326846,Excluded,536.91,Region_8,TargetSampleable,10,10130103,NATURAL,NATURAL,47.12915154,-99.62037746,2.897100215,,NLA12_ND-R18,Target_Sampled,42,42,42b,42b,-276012.7581,1080451.409
NLA12_NE-101,1,7344,7/22/2012,5312.030314,Included,593.39,Region_7,TargetSampleable,10,10250009,MAN_MADE,RESERVOIR,40.06311139,-99.29220135,96.66554965,NLA06608-2332,NLA12_NE-101,Target_Sampled,27,27,27b,27b,-278294.1,292083.5139
NLA12_NE-101,2,8229,8/26/2012,5312.030314,Included,593.39,Region_7,TargetSampleable,10,10250009,MAN_MADE,RESERVOIR,40.06311139,-99.29220135,96.66554965,NLA06608-2332,NLA12_NE-101,Target_Sampled,27,27,27b,27b,-278294.1,292083.5139
NLA12_NE-102,1,8067,8/18/2012,13.00093741,Included,884.24,Region_7,TargetSampleable,10,10150004,NATURAL,NATURAL,42.53266913,-100.5913352,1.65503812,NLA06608-0924,NLA12_NE-102,Target_Sampled,44,44,44d,44d,-374688.2949,572745.0745
NLA12_NE-103,1,1000085,7/19/2012,644.4589529,Included,787.34,Region_7,TargetSampleable,10,10250007,MAN_MADE,RESERVOIR,40.36174467,-100.7041992,45.64530116,NLA06608-2640,NLA12_NE-103,Target_Sampled,27,27,27b,27b,-395913.8001,330520.7145
NLA12_NE-104,1,1000088,7/23/2012,50.56218763,Included,610.76,Region_7,TargetSampleable,10,10210010,MAN_MADE,RESERVOIR,41.76432182,-98.65979155,4.77320062,NLA06608-2824,NLA12_NE-104,Target_Sampled,44,44,44a,44a,-219520.3671,480831.1928
NLA12_NE-105,1,8028,8/17/2012,20.1814267,Included,884.56,Region_7,TargetSampleable,10,10150004,NATURAL,NATURAL,42.50469691,-100.5300766,1.935952246,NLA06608-0220,NLA12_NE-105,Target_Sampled,44,44,44d,44d,-369841.9415,569381.7286
NLA12_NE-106,1,7369,7/23/2012,29.22334703,Included,391.66,Region_7,TargetSampleable,10,10200203,MAN_MADE,RESERVOIR,41.03542015,-96.83772744,2.78891062,NLA06608-3160,NLA12_NE-106,Target_Sampled,47,47,47i,47i,-69867.42498,396478.684
NLA12_NE-107,1,7775,8/8/2012,24.93596967,Included,1165.87,Region_7,TargetSampleable,10,10180009,NATURAL,NATURAL,41.7876174,-102.5218866,2.162734369,NLA06608-3644,NLA12_NE-107,Target_Sampled,44,44,44b,44b,-537739.4182,498824.6734
NLA12_NE-108,1,8029,8/17/2012,54.12090517,Included,903.39,Region_7,TargetSampleable,10,10210006,NATURAL,NATURAL,42.45261113,-100.6479949,4.637214259,NLA06608-2972,NLA12_NE-108,Target_Sampled,44,44,44d,44d,-379746.0558,564030.6358
NLA12_NE-109,1,1000084,7/20/2012,641.0234072,Included,916,Region_7,TargetSampleable,10,10190018,MAN_MADE,RESERVOIR,41.03740677,-100.7757749,18.96802865,NLA06608-0016,NLA12_NE-109,Target_Sampled,44,44,44a,44a,-398131.429,406399.0858
NLA12_NE-110,1,7405,7/24/2012,32.08410411,Included,425.89,Region_7,TargetSampleable,10,10270202,MAN_MADE,RESERVOIR,40.32809914,-96.53200107,4.582719371,NLA06608-0216,NLA12_NE-110,Target_Sampled,47,47,47i,47i,-44813.3158,317075.9992
NLA12_NE-111,1,7830,8/10/2012,98.27506919,Included,1253.35,Region_7,TargetSampleable,10,10180009,NATURAL,NATURAL_ENH,41.95667791,-103.5261925,4.982341369,NLA06608-0940,NLA12_NE-111,Target_Sampled,25,25,25h,25h,-618887.9983,523799.2443
NLA12_NE-112,1,7840,8/12/2012,59.10681649,Included,1057.7,Region_7,TargetSampleable,10,10150003,NATURAL,NATURAL,42.92365358,-102.0414043,3.443666951,NLA06608-0723,NLA12_NE-112,Target_Sampled,44,44,44d,44d,-490108.933,622970.6662
NLA12_NE-113,1,8066,8/19/2012,10.2933147,Included,730.78,Region_7,TargetSampleable,10,10220001,NATURAL,NATURAL,42.26770048,-99.24832415,1.391692522,NLA06608-0648,NLA12_NE-113,Target_Sampled,44,44,44d,44d,-266152.1955,538616.0387
NLA12_NE-114,1,1000086,7/22/2012,1117.854469,Included,657.71,Region_7,TargetSampleable,10,10210003,MAN_MADE,RESERVOIR,41.32198742,-98.90067497,76.75741069,NLA06608-2740,NLA12_NE-114,Target_Sampled,27,27,27e,27e,-240906.0605,431930.7081
NLA12_NE-115,,,,2.859947887,Included,997.27,Region_7,Nontarget-NoRecAquatUse,10,10190018,MAN_MADE,MAN_MADE,41.09051273,-101.8346562,0.753851549,,NLA12_NE-115,Lake_Special_Purpose,25,25,25h,25h,-485939.1391,417261.3854
NLA12_NE-116,1,1000175,8/22/2012,5.702713345,Included,1205.45,Region_7,Nontarget-TooShallow,10,10180009,,,41.8230471,-102.8074698,1.109331501,,NLA12_NE-116,Lake_Shallow,44,44,44b,44b,-560963.0267,504429.9157
NLA12_NE-117,,,,37.09572648,Included,707.69,Region_7,AccessDenied,10,10220001,NATURAL,NATURAL,42.29835124,-99.19121042,5.5740333,,NLA12_NE-117,Target_Denied,44,44,44d,44d,-261359.2707,541883.0394
NLA12_NE-118,,,,13.15456226,Included,441.53,Region_7,Nontarget-NoRecAquatUse,10,10210009,MAN_MADE,MAN_MADE,41.44176817,-97.41399589,2.273098358,,NLA12_NE-118,Lake_Special_Purpose,27,27,27g,27g,-117249.2148,442533.9275
NLA12_NE-119,1,1000140,8/9/2012,17.25362041,Included,1174.65,Region_7,Nontarget-TooShallow,10,10180009,,,41.90097016,-102.4390958,1.704044382,,NLA12_NE-119,Lake_Shallow,44,44,44b,44b,-530065.0701,511012.255
NLA12_NE-120,1,1000177,8/20/2012,5.114088707,Included,1102.39,Region_7,Nontarget-TooShallow,10,10210001,,,41.93457105,-101.5858975,1.038836361,,NLA12_NE-120,Lake_Shallow,44,44,44d,44d,-459696.2255,510320.7917
NLA12_NE-121,1,7960,8/15/2012,159.8335591,Included,881.22,Region_7,TargetSampleable,10,10150004,NATURAL,NATURAL,42.51739225,-100.5028037,6.269462625,,NLA12_NE-121,Target_Sampled,44,44,44d,44d,-367549.7905,570693.5295
NLA12_NE-122,,,,3.512177278,Included,776.08,Region_7,Nontarget-TooSmall,10,10250008,,,40.60707227,-100.4652624,0.8318357,,NLA12_NE-122,Lake_LT_1ha,27,27,27b,27b,-374528.9092,357000.8307
NLA12_NE-123,,,,4.594892091,Included,1174.02,Region_7,Nontarget-Ephemeral,10,10150005,,,42.43173963,-102.2134494,1.138361285,,NLA12_NE-123,Non_Target,44,44,44a,44a,-507638.4858,569009.9027
NLA12_NE-124,,,,50.94800161,Included,1039.63,Region_7,Nontarget-Other,10,10210006,,,42.41211772,-101.4304127,2.714820791,,NLA12_NE-124,Non_Target,44,44,44d,44d,-443864.3943,562900.1726
NLA12_NE-125,1,7926,8/14/2012,10.61118742,Included,879.36,Region_7,TargetSampleable,10,10150004,NATURAL,NATURAL,42.55808515,-100.5237021,1.372779249,,NLA12_NE-125,Target_Sampled,44,44,44d,44d,-369037.9263,575318.287
NLA12_NE-126,,,,10.92500362,Included,344.8,Region_7,Nontarget-Ephemeral,10,10200203,,,40.87528371,-96.66030944,1.349047224,,NLA12_NE-126,Non_Target,47,47,47i,47i,-55195.42297,378430.7561
NLA12_NE-127,1,8159,8/22/2012,122.2560797,Included,1180.14,Region_7,TargetSampleable,10,10180009,NATURAL,NATURAL,42.0197906,-102.436373,6.509214165,,NLA12_NE-127,Target_Sampled,44,44,44b,44b,-528941.7099,524258.7577
NLA12_NE-128,,,,1.934419985,Included,1132.67,Region_7,Nontarget-Ephemeral,10,10150005,,,42.51851124,-101.988624,0.577919432,,NLA12_NE-128,Non_Target,44,44,44d,44d,-488684.1452,577512.0715
NLA12_NE-129,1,7435,7/25/2012,43.7105103,Included,359.2,Region_7,TargetSampleable,10,10200202,MAN_MADE,MAN_MADE,41.38619711,-96.48110256,11.61514325,,NLA12_NE-129,Target_Sampled,47,47,47j,47j,-39926.04485,435542.4906
NLA12_NE-129,2,8279,8/28/2012,43.7105103,Included,359.2,Region_7,TargetSampleable,10,10200202,MAN_MADE,MAN_MADE,41.38619711,-96.48110256,11.61514325,,NLA12_NE-129,Target_Sampled,47,47,47j,47j,-39926.04485,435542.4906
NLA12_NE-130,,,,2.184046108,Included,423.44,Region_7,Nontarget-Ephemeral,10,10270202,,,40.23363544,-96.56708015,0.629911942,,NLA12_NE-130,Non_Target,47,47,47i,47i,-47831.33095,306510.5123
NLA12_NE-131,,,,1.949159251,Included,927.01,Region_7,AccessDenied,10,10190018,MAN_MADE,MAN_MADE_AB,41.1176995,-101.3173252,0.639953944,,NLA12_NE-131,Target_Denied,25,25,25h,25h,-442730.1805,417772.4017
NLA12_NE-132,,,,54.22113371,Included,1183.79,Region_7,AccessDenied,10,10180009,NATURAL,NATURAL,41.78976086,-102.6694937,3.176939817,,NLA12_NE-132,Target_Denied,44,44,44b,44b,-549873.2645,499908.5751
NLA12_NE-133,1,1000093,7/24/2012,73.73345552,Included,621.19,Region_7,TargetSampleable,10,10220001,NATURAL,NATURAL,42.10977927,-98.56233501,5.949549215,,NLA12_NE-133,Target_Sampled,44,44,44c,44c,-210437.1001,519242.6355
NLA12_NE-134,,,,1.708016879,Included,503.13,Region_7,Nontarget-Ephemeral,10,10210009,,,41.52685497,-97.79073171,0.579228669,,NLA12_NE-134,Non_Target,27,27,27e,27e,-148305.5804,452582.2823
NLA12_NE-135,1,8124,8/21/2012,11.39640522,Included,1179.53,Region_7,TargetSampleable,10,10180009,NATURAL,NATURAL,41.92340362,-102.3884007,1.308100197,,NLA12_NE-135,Target_Sampled,44,44,44b,44b,-525729.5876,513234.6546
NLA12_NE-136,1,1000176,8/20/2012,5.202659602,Included,1102.89,Region_7,Nontarget-Ephemeral,10,10180014,,,41.68367199,-101.6362656,1.000915595,,NLA12_NE-136,Non_Target,44,44,44d,44d,-465500.4182,482542.6202
NLA12_NE-137,,,,2.44589576,Included,617.46,Region_7,Nontarget-TooSmall,10,10210007,,,41.40310279,-98.51034029,0.660846467,,NLA12_NE-137,Lake_LT_1ha,27,27,27e,27e,-208256.3976,440084.5074
NLA12_NE-138,,,,3.990557596,Included,483.65,Region_7,Nontarget-TooSmall,10,10270206,,,40.31529487,-97.68445455,0.995387865,,NLA12_NE-138,Lake_LT_1ha,27,27,27f,27f,-141909.4156,316773.8353
NLA12_NE-139,,,,20.20521785,Included,1187.78,Region_7,Nontarget-TooShallow,10,10210001,,,42.18766071,-102.1246281,1.706707511,,NLA12_NE-139,Lake_Shallow,44,44,44b,44b,-502149.6516,541302.6441
NLA12_NE-140,1,1000174,8/23/2012,31.98717867,Included,1046.35,Region_7,Nontarget-TooShallow,10,10210002,,,41.75198832,-101.2971684,5.69551857,,NLA12_NE-140,Lake_Shallow,44,44,44d,44d,-437098.3667,488564.1154
NLA12_NE-141,,,,16.65253879,Included,342.65,Region_7,AccessDenied,10,10220003,MAN_MADE,MAN_MADE_AB,41.26039712,-96.32096213,2.952973393,,NLA12_NE-141,Target_Denied,47,47,47j,47j,-26683.83335,421404.1692
NLA12_NE-142,,,,4.559600056,Included,435.41,Region_7,AccessDenied,10,10270202,MAN_MADE,RESERVOIR,40.26645861,-97.17163592,0.896323273,,NLA12_NE-142,Target_Denied,27,27,27f,27f,-98776.35446,310653.9446
NLA12_NE-143,,,,3.389879879,Included,1178.62,Region_7,AccessDenied,10,10150003,NATURAL,NATURAL,42.0823315,-102.4896321,0.85183483,,NLA12_NE-143,Target_Denied,44,44,44b,44b,-532834.4331,531535.6672
NLA12_NE-144,1,1000145,8/13/2012,12.87319018,Included,1159.7,Region_7,Nontarget-TooShallow,10,10150003,,,42.4903986,-102.3077088,1.564473074,,NLA12_NE-144,Lake_Shallow,44,44,44a,44a,-514893.2981,576060.7146
NLA12_NE-145,,,,3.395606536,Included,331.3,Region_7,Nontarget-TooShallow,10,10230001,,,42.45106559,-96.48018686,0.845973088,,NLA12_NE-145,Lake_Shallow,47,47,47d,47d,-39248.1219,554668.6194
NLA12_NE-146,,,,3.885303472,Included,916.78,Region_7,Nontarget-TooShallow,10,10250006,,,40.52264863,-101.4225876,0.753227107,,NLA12_NE-146,Lake_Shallow,25,25,25c,25c,-455285.4672,351736.8402
NLA12_NE-147,,,,95.48029093,Included,1159.4,Region_7,AccessDenied,10,10180009,NATURAL,NATURAL,41.760611,-102.3176648,4.792327801,NLA06608-3388,NLA12_NE-147,Target_Denied,44,44,44d,44d,-521126.9747,494672.0603
NLA12_NE-148,,,,1.562440049,Included,1188.01,Region_7,Nontarget-TooShallow,10,10180009,NATURAL,NATURAL,41.91505757,-102.7080507,0.604235782,,NLA12_NE-148,Lake_Shallow,44,44,44b,44b,-552058.1896,514115.7761
NLA12_NE-149,1,8243,8/24/2012,4.718959414,Included,787,Region_7,TargetSampleable,10,10200101,MAN_MADE,MAN_MADE,40.94645984,-100.2425074,0.833477235,,NLA12_NE-149,Target_Sampled,27,27,27g,27g,-354161.5716,394116.0567
NLA12_NE-150,,,,27.77207883,Included,612.96,Region_7,Nontarget-Other,10,10270206,MAN_MADE,RESERVOIR,40.62117135,-98.60358031,3.820705782,,NLA12_NE-150,Non_Target,27,27,27f,27f,-218388.0182,352771.2511
NLA12_NE-151,,,,49.42745054,Included,1182.95,Region_7,Nontarget-TooShallow,10,10180009,,,41.98217903,-102.4502252,5.135068587,,NLA12_NE-151,Lake_Shallow,44,44,44b,44b,-530363.69,520138.3093
NLA12_NE-152,,,,128.9833568,Included,1160.13,Region_7,AccessDenied,10,10210001,NATURAL,NATURAL,42.2470959,-101.9369011,6.398371127,NLA06608-3436,NLA12_NE-152,Target_Denied,44,44,44d,44d,-486363.5512,546959.7357
NLA12_NE-153,,,,3.963781557,Included,622.64,Region_7,Nontarget-Ephemeral,10,10150007,,,42.58614851,-98.90611683,0.99651201,,NLA12_NE-153,Non_Target,42,42,42p,42p,-237034.0349,573294.765
NLA12_NE-154,1,8220,8/26/2012,52.77776641,Included,409.1,Region_7,TargetSampleable,10,10200203,MAN_MADE,RESERVOIR,40.57928385,-96.84481374,4.503244824,,NLA12_NE-154,Target_Sampled,47,47,47i,47i,-70912.5191,345403.0108
NLA12_NE-155,,,,37.91533996,Included,1171.62,Region_7,AccessDenied,10,10150003,NATURAL,NATURAL,42.23018777,-102.5702759,3.161057001,,NLA12_NE-155,Target_Denied,44,44,44b,44b,-538302.8754,548487.579
NLA12_NE-156,1,8221,8/24/2012,15.61368393,Included,1015.33,Region_7,TargetSampleable,10,10210006,NATURAL,NATURAL,42.35166617,-101.2441503,1.587822946,,NLA12_NE-156,Target_Sampled,44,44,44d,44d,-429028.4338,555296.3533
NLA12_NE-157,1,8301,8/29/2012,37.83887485,Included,323.19,Region_7,TargetSampleable,10,10200203,MAN_MADE,MAN_MADE_AB,41.09244722,-96.35328376,4.793030005,,NLA12_NE-157,Target_Sampled,47,47,47j,47j,-29440.84553,402610.6626
NLA12_NE-158,1,8326,8/30/2012,38.5914698,Included,403.72,Region_7,TargetSampleable,10,10270202,MAN_MADE,RESERVOIR,40.16908467,-96.83069073,4.609018572,,NLA12_NE-158,Target_Sampled,27,27,27f,27f,-70128.74645,299442.3625
NLA12_NE-159,,,,61.39193138,Included,1177.7,Region_7,Nontarget-TooShallow,10,10150003,,,42.13642251,-102.4580756,3.625510909,,NLA12_NE-159,Lake_Shallow,44,44,44b,44b,-529836.6571,537395.1659
NLA12_NE-160,1,8186,8/23/2012,785.0606322,Included,1253.72,Region_7,TargetSampleable,10,10180009,MAN_MADE,RESERVOIR,41.93354662,-103.4942217,17.08228209,,NLA12_NE-160,Target_Sampled,25,25,25h,25h,-616468.3074,521011.8341
NLA12_NE-161,,,,2.226313875,Included,484.52,Region_7,Nontarget-TooShallow,10,10220001,,,42.0414612,-97.64561576,0.626912854,,NLA12_NE-161,Lake_Shallow,47,47,47l,47l,-135291.5596,509935.3626
NLA12_NE-162,,,,5.340732275,Included,289.95,Region_7,AccessDenied,10,10240005,MAN_MADE,RESERVOIR,40.14153959,-95.49161264,1.459199718,,NLA12_NE-162,Target_Denied,47,47,47h,47h,42936.03548,296164.6172
NLA12_NE-163,,,,10.40649068,Included,1165.49,Region_7,AccessDenied,10,10210002,NATURAL,NATURAL,41.84739281,-102.1403085,1.230941375,,NLA12_NE-163,Target_Denied,44,44,44d,44d,-505891.0579,503402.6675
NLA12_NE-164,,,,1.458230977,Included,1175.27,Region_7,AccessDenied,10,10180013,MAN_MADE,MAN_MADE,41.51871272,-103.0703232,0.501899687,,NLA12_NE-164,Target_Denied,25,25,25h,25h,-585115.3531,472049.5624
NLA12_NE-165,,,,152.3992866,Included,825.7,Region_7,AccessDenied,10,10210008,NATURAL,NATURAL,42.26359658,-100.1040714,7.903589967,,NLA12_NE-165,Target_Denied,44,44,44d,44d,-336248.8118,540869.6979
NLA12_NE-166,1,8242,8/25/2012,3.839355919,Included,720.23,Region_7,TargetSampleable,10,10200101,MAN_MADE,MAN_MADE,40.72029355,-99.69727541,1.106016659,,NLA12_NE-166,Target_Sampled,27,27,27g,27g,-309655.7875,366905.7614
NLA12_NE-167,,,,7.966784594,Included,1168.28,Region_7,AccessDenied,10,10210001,NATURAL,NATURAL,42.34083281,-102.0298221,1.022083539,,NLA12_NE-167,Target_Denied,44,44,44d,44d,-493301.0778,557899.7731
NLA12_NE-168,,,,8.599698398,Included,1137.69,Region_7,Nontarget-TooShallow,10,10210001,,,42.2107295,-101.7827686,1.641803325,,NLA12_NE-168,Lake_Shallow,44,44,44d,44d,-473999.8017,542121.762
NLA12_NE-169,,,,218.852895,Included,882.71,Region_7,AccessDenied,10,10150004,NATURAL,NATURAL,42.58188695,-100.6151593,8.170558754,,NLA12_NE-169,Target_Denied,44,44,44d,44d,-376363.921,578334.4778
NLA12_NE-170,1,8248,8/27/2012,88.24165564,Included,375.32,Region_7,TargetSampleable,10,10200203,MAN_MADE,RESERVOIR,40.76510679,-96.85405546,7.29050665,,NLA12_NE-170,Target_Sampled,47,47,47i,47i,-71501.19799,366221.6095
NLA12_NH-101,1,6670,6/19/2012,12.01846407,Included,124.81,Region_1,TargetSampleable,1,1060002,NATURAL,NATURAL,43.83668383,-71.09323178,1.615126434,NLA06608-0726,NLA12_NH-101,Target_Sampled,58,58,58r,58r,1972445.615,969281.9255
NLA12_NH-101,2,7380,7/24/2012,12.01846407,Included,124.81,Region_1,TargetSampleable,1,1060002,NATURAL,NATURAL,43.83668383,-71.09323178,1.615126434,NLA06608-0726,NLA12_NH-101,Target_Sampled,58,58,58r,58r,1972445.615,969281.9255
NLA12_NH-102,1,7104,7/11/2012,13.10744099,Included,444.3,Region_1,TargetSampleable,1,1040001,NATURAL,NATURAL,44.84033593,-71.13438995,1.502314021,NLA06608-0358,NLA12_NH-102,Target_Sampled,58,58,58m,58m,1940329.031,1076467.551
NLA12_NH-103,1,6858,6/28/2012,1669.501872,Included,146.79,Region_1,TargetSampleable,1,1070002,NATURAL,NATURAL_ENH,43.53695021,-71.5109902,43.11862338,NLA06608-0930,NLA12_NH-103,Target_Sampled,58,58,58r,58r,1948627.331,928341.7515
NLA12_NH-104,1,6601,6/14/2012,300.8288587,Included,395,Region_1,TargetSampleable,1,1070003,NATURAL,NATURAL,43.14263278,-72.08689779,24.69505939,NLA06608-0994,NLA12_NH-104,Target_Sampled,58,58,58q,58q,1914746.336,874029.9601
NLA12_NH-105,1,6812,6/26/2012,53.36929127,Included,270.74,Region_1,TargetSampleable,1,1080202,NATURAL,NATURAL,42.7329984,-72.10333954,3.016796043,NLA06608-0162,NLA12_NH-105,Target_Sampled,58,58,58g,58g,1924844.636,829373.274
NLA12_NH-106,,,,40.02113577,Included,592.43,Region_1,Inaccessible-Effort,1,1080101,MAN_MADE,MAN_MADE,45.21909696,-71.17262202,4.651970201,,NLA12_NH-106,Target_Inacc,58,58,58m,58m,1926528.443,1116402.225
NLA12_NH-107,1,7544,7/31/2012,4.074796615,Included,92.72,Region_1,TargetSampleable,1,1060003,MAN_MADE,MAN_MADE,42.94554682,-71.23683903,1.385344576,,NLA12_NH-107,Target_Sampled,59,59,59h,59h,1986963.109,870182.9301
NLA12_NH-108,1,6549,6/12/2012,34.10740133,Included,185.09,Region_1,TargetSampleable,1,1070006,NATURAL,NATURAL,43.36765664,-71.24468602,2.681281544,,NLA12_NH-108,Target_Sampled,58,58,58g,58g,1974206.013,915570.878
NLA12_NH-109,1,7295,7/19/2012,70.28488728,Included,422.83,Region_1,TargetSampleable,1,1070003,MAN_MADE,MAN_MADE,42.99011487,-72.07432508,4.566072537,,NLA12_NH-109,Target_Sampled,58,58,58q,58q,1919975.558,857784.2933
NLA12_NH-110,,,,2.954419575,Included,370.95,Region_1,Nontarget-NotLake,1,1080101,,,44.65272997,-71.31897513,0.955235244,,NLA12_NH-110,Not_Lake,58,58,58m,58m,1931616.102,1052524.417
NLA12_NH-111,1,7231,7/17/2012,40.79827967,Included,76.02,Region_1,TargetSampleable,1,1060003,MAN_MADE,MAN_MADE,43.38482901,-70.98609163,4.371485001,,NLA12_NH-111,Target_Sampled,59,59,59h,59h,1993853.873,922821.4359
NLA12_NH-112,1,6715,6/21/2012,2.642018802,Included,370.78,Region_1,TargetSampleable,1,1080202,MAN_MADE,MAN_MADE,42.73918269,-71.9370297,0.698884184,,NLA12_NH-112,Target_Sampled,58,58,58g,58g,1937781.047,833422.3457
NLA12_NH-112,2,7441,7/26/2012,2.642018802,Included,370.78,Region_1,TargetSampleable,1,1080202,MAN_MADE,MAN_MADE,42.73918269,-71.9370297,0.698884184,,NLA12_NH-112,Target_Sampled,58,58,58g,58g,1937781.047,833422.3457
NLA12_NH-113,1,1000128,8/7/2012,20.42968932,Included,514.89,Region_1,TargetOther,1,1080106,MAN_MADE,MAN_MADE,43.47564508,-72.0195343,2.074957818,,NLA12_NH-113,Target_Other,58,58,58q,58q,1910742.096,911394.0761
NLA12_NH-114,1,1000129,8/7/2012,4.831016459,Included,229.49,Region_1,Nontarget-Vegetated,1,1080103,NATURAL,NATURAL,44.2318993,-71.91545859,1.094810385,,NLA12_NH-114,Lake_Vegetated,58,58,58n,58n,1897705.98,995154.0518
NLA12_NH-115,1,1000130,8/7/2012,20.35454689,Included,132.13,Region_1,TargetSampleable,1,1060002,NATURAL,NATURAL,43.80812429,-71.11845765,2.418769218,,NLA12_NH-115,Target_Sampled,58,58,58r,58r,1971318.423,965681.2518
NLA12_NH-R04,1,6690,6/18/2012,42.21536711,Excluded,352.85,Region_1,TargetSampleable,1,1070003,NATURAL,NATURAL_ENH,43.02256679,-72.01641972,2.939902592,NLA06608-NH4912,NLA12_NH-R04,Target_Sampled,58,58,58q,58q,1923618.157,862465.9093
NLA12_NJ-101,1,7210,7/13/2012,22.7240752,Included,183.07,Region_2,TargetSampleable,2,2040105,MAN_MADE,MAN_MADE,40.95091108,-74.78413343,2.950436173,NLA06608-0781,NLA12_NJ-101,Target_Sampled,58,58,58i,58i,1756884.044,583635.9054
NLA12_NJ-101,2,8659,9/19/2012,22.7240752,Included,183.07,Region_2,TargetSampleable,2,2040105,MAN_MADE,MAN_MADE,40.95091108,-74.78413343,2.950436173,NLA06608-0781,NLA12_NJ-101,Target_Sampled,58,58,58i,58i,1756884.044,583635.9054
NLA12_NJ-102,1,7151,7/12/2012,65.32853198,Included,238.18,Region_2,TargetSampleable,2,2030103,MAN_MADE,MAN_MADE,40.92768105,-74.53808878,5.103482127,NLA06608-0077,NLA12_NJ-102,Target_Sampled,58,58,58i,58i,1777495.931,585675.2478
NLA12_NJ-103,1,8676,9/21/2012,22.64279607,Included,97.81,Region_2,TargetSampleable,2,2030104,MAN_MADE,MAN_MADE,40.76302852,-74.28588089,2.529077422,NLA06608-0761,NLA12_NJ-103,Target_Sampled,64,64,64b,64b,1802197.989,572459.9773
NLA12_NJ-104,1,7209,7/15/2012,37.14026102,Included,15.44,Region_2,TargetSampleable,2,2040202,MAN_MADE,MAN_MADE,39.97091954,-74.5712097,8.284682952,NLA06608-0013,NLA12_NJ-104,Target_Sampled,84,84,84b,84b,1798761.56,480595.6204
