VISIT_NO,EPA_REG,ECO3,ECO3_NAM,NUT_REG,NUTREG_NAME,ECO_NUTA,ECO3_X_ORIGIN,HUC2,HUC8,SITEID_07,LON_DD,LAT_DD,STATE,CNTYNAME,LAKE_ORIGIN,LakeArea,LakePerim,LakeDepth,LakeEleva,DATE,Silica,DOC,NTL,PTL,pH,Cond,Temp,Sol
1,Region_5,50,Northern Lakes and Forests,VIII,Nutrient Poor Largely Glaciated Upper Midwest and Northeast,VIII,PLNLOW NATURAL,4,4030107,NLA06608-0974,-88.19188615,46.475685,MI,BARAGA,NATURAL,93.91444892,6.097439362,16,516.99,7/16/2007,8401,4360,101,4,8.07,100.3,13.121333,5.476993464
1,Region_8,17,Middle Rockies,II,Western Forested Mountains,II,WMTNS MAN-MADE,10,10120109,NLA06608-0979,-103.5206581,43.768029,SD,CUSTER,MAN-MADE,45.95921044,5.401215627,7.1,1581.8,5/30/2007,2321,7520,952,68,7.46,392.1,15.342857,6.163137255
1,Region_5,72,Interior River Valleys and Hills,IX,Southeastern Temperate Forested Plains and Hills,IX,PLNLOW MAN-MADE,5,5140203,NLA06608-0980,-88.68475272,37.395647,IL,POPE,MAN-MADE,27.94800931,3.275111921,2.1,111.25,7/12/2007,5279,7540,923,176,7.89,120.4,28.333333,5.933398693
1,Region_1,58,Northeastern Highlands,VIII,Nutrient Poor Largely Glaciated Upper Midwest and Northeast,VIII,EHIGH NATURAL,1,1080101,NLA06608-0982,-71.81133018,44.446515,VT,ESSEX,NATURAL,82.15989526,5.076467406,16.5,312.89,8/14/2007,2891,5360,248,6,7.47,57.62,12.876471,5.095294118
1,Region_6,35,South Central Plains,IX,Southeastern Temperate Forested Plains and Hills,IX,PLNLOW MAN-MADE,11,11140106,NLA06608-0984,-94.93952456,33.885361,OK,MCCURTAIN,MAN-MADE,10.4368743,1.607549623,1.5,113.29,9/26/2007,4547,6250,878,115,7,105.3,26.726667,5.184183007
1,Region_4,65,Southeastern Plains,IX,Southeastern Temperate Forested Plains and Hills,IX,PLNLOW MAN-MADE,3,3170007,NLA06608-0986,-89.43472797,31.300461,MS,LAMAR,MAN-MADE,82.0562952,6.744605487,5.2,89.99,7/18/2007,4083,3140,186,7,7.1,38.27,28.096667,5.596535948
1,Region_5,56,Southern Michigan/Northern Indiana Drift Plains,VII,Mostly Glaciated Dairy Region,VII,PLNLOW NATURAL,4,4050001,NLA06608-0987,-85.66354429,41.577884,IN,ELKHART,NATURAL,14.28954542,1.820538496,9.4,275.37,7/30/2007,1292,12800,1800,40,9.07,301.3,14.92,5.771503268
1,Region_3,45,Piedmont,IX,Southeastern Temperate Forested Plains and Hills,IX,EHIGH MAN-MADE,3,3010201,NLA06608-0989,-77.63605473,37.122697,VA,DINWIDDIE,MAN-MADE,34.29099043,5.535727931,3,61.6,7/31/2007,7069,6040,856,56,7.29,45.5,25.571429,5.815816993
1,Region_5,50,Northern Lakes and Forests,VIII,Nutrient Poor Largely Glaciated Upper Midwest and Northeast,VIII,PLNLOW NATURAL,7,7010104,NLA06608-0990,-94.33981178,46.23668,MN,CROW WING,NATURAL,144.047068,5.954346631,5.7,357.17,7/30/2007,13269,7290,960,40,8.7,200.8,25.066667,5.328366013
1,Region_2,58,Northeastern Highlands,VIII,Nutrient Poor Largely Glaciated Upper Midwest and Northeast,VIII,EHIGH NATURAL,4,4150305,NLA06608-0993,-74.44475781,44.15404,NY,FRANKLIN,NATURAL,60.23463907,3.982522602,34.8,544.95,9/20/2007,5088,3210,551,1,6.65,29.65,15.2,5.310261438
1,Region_1,58,Northeastern Highlands,VIII,Nutrient Poor Largely Glaciated Upper Midwest and Northeast,VIII,EHIGH NATURAL,1,1070003,NLA06608-0994,-72.08861587,43.100635,NH,SULLIVAN,NATURAL,300.8289036,24.6950722,7.9,395,8/23/2007,616,4280,214,5,6.49,29.94,17.32625,5.402875817
1,Region_6,26,Southwestern Tablelands,IV,Great Plains Grass and Shrublands,IVman,PLNLOW MAN-MADE,11,11080002,NLA06608-0996,-104.8975432,36.477514,NM,COLFAX,MAN-MADE,13.2226546,1.527852437,1.5,1945,6/26/2007,268,6610,449,9,8.67,712.3,21.1,6.174117647
1,Region_1,83,Eastern Great Lakes and Hudson Lowlands,VII,Mostly Glaciated Dairy Region,VII,EHIGH NATURAL,2,2010001,NLA06608-0997,-73.1843614,43.734736,VT,RUTLAND,NATURAL,38.45795475,3.059167224,13.2,187.88,8/3/2007,2758,2640,204,4,8.47,200.3,18.558333,5.474117647
1,Region_4,65,Southeastern Plains,IX,Southeastern Temperate Forested Plains and Hills,IX,PLNLOW MAN-MADE,3,3050104,NLA06608-1001,-80.6282663,34.32056,SC,KERSHAW,MAN-MADE,11.08993164,2.039616937,2.4,65.79,6/15/2007,2036,5810,416,24,5.57,17.19,24.85,5.862679739
1,Region_8,43,Northwestern Great Plains,IV,Great Plains Grass and Shrublands,IVman,PLNLOW MAN-MADE,10,10040101,NLA06608-1002,-109.1837945,47.643558,MT,FERGUS,MAN-MADE,6.359552292,1.133427545,2,985.37,6/28/2007,1070,17810,1536,378,9.43,2695,18.6,5.818496732
1,Region_5,56,Southern Michigan/Northern Indiana Drift Plains,VII,Mostly Glaciated Dairy Region,VII,PLNLOW NATURAL,4,4050001,NLA06608-1003,-86.21029029,42.08118,MI,VAN BUREN,NATURAL,81.73774892,3.690176903,8.2,232.46,7/23/2007,312,5620,524,12,7.81,83.8,22.557778,6.262091503
1,Region_3,45,Piedmont,IX,Southeastern Temperate Forested Plains and Hills,IX,EHIGH MAN-MADE,2,2080106,NLA06608-1005,-77.88158812,37.957157,VA,LOUISA,MAN-MADE,6.576122886,1.49173538,1.5,91.42,7/19/2007,18962,4280,425,40,6.66,75.16,26.025,5.815816993
1,Region_8,42,Northwestern Glaciated Plains,V,South Central Cultivated Great Plains,V,PLNLOW NATURAL,10,10130103,NLA06608-1006,-100.0594809,47.233099,ND,KIDDER,NATURAL,230.4899332,9.832247688,5.5,583.22,6/19/2007,19464,26510,3391,278,9.08,2095,18.14,5.440392157
1,Region_5,55,Eastern Corn Belt Plains,VI,Corn Belt and Northern Great Plains,VI,PLNLOW MAN-MADE,5,5090201,NLA06608-1007,-83.77648752,38.934359,OH,BROWN,MAN-MADE,126.5766874,24.72885914,7,295.58,8/2/2007,2229,5450,479,30,8.13,234.2,23.6625,5.689215686
1,Region_8,42,Northwestern Glaciated Plains,V,South Central Cultivated Great Plains,V,PLNLOW MAN-MADE,10,10030205,NLA06608-1008,-112.3069538,47.880083,MT,TETON,MAN-MADE,148.2739359,7.276625809,8.2,1258.03,7/12/2007,3919,1800,86,4,8.42,319.5,20.677778,5.893071895
1,Region_1,59,Northeastern Coastal Zone,XIV,Eastern Coastal Plain,CPL,EHIGH MAN-MADE,1,1100005,NLA06608-1010,-73.28915784,41.44986,CT,LITCHFIELD,MAN-MADE,382.3324525,39.77683521,16,30.71,8/9/2007,2813,2880,901,38,8.08,323.1,24.764706,5.731176471
1,Region_7,40,Central Irregular Plains,IX,Southeastern Temperate Forested Plains and Hills,IX,PLNLOW MAN-MADE,10,10280102,NLA06608-1012,-93.85323148,40.392029,MO,HARRISON,MAN-MADE,10.6494952,1.847864998,2.5,270.07,10/17/2007,620,8470,880,41,7.75,195.6,NA,5.731960784
1,Region_5,56,Southern Michigan/Northern Indiana Drift Plains,VII,Mostly Glaciated Dairy Region,VII,PLNLOW NATURAL,4,4080203,NLA06608-1014,-83.84598941,42.581981,MI,LIVINGSTON,NATURAL,120.0881001,7.283318504,21.1,291.26,9/13/2007,1649,7650,568,15,8.31,683.3,11.690909,5.732745098
1,Region_7,47,Western Corn Belt Plains,VI,Corn Belt and Northern Great Plains,VI,PLNLOW NATURAL,7,7100002,NLA06608-1015,-94.66049019,43.139646,IA,PALO ALTO,NATURAL,362.6213352,23.45129057,2.7,372.61,8/14/2007,9817,7470,1704,77,8.65,394.2,27.46,5.675882353
1,Region_6,29,Cross Timbers,IX,Southeastern Temperate Forested Plains and Hills,IX,PLNLOW MAN-MADE,11,11100303,NLA06608-1016,-96.55655629,35.873449,OK,CREEK,MAN-MADE,27.20978936,3.317739361,2.9,265.63,7/23/2007,9634,10750,749,69,7.31,273.1,26.024,5.317124183
1,Region_5,50,Northern Lakes and Forests,VIII,Nutrient Poor Largely Glaciated Upper Midwest and Northeast,VIII,PLNLOW NATURAL,4,4010101,NLA06608-1018,-90.98970016,47.667257,MN,COOK,NATURAL,42.06096149,3.172932873,1.1,511.99,8/2/2007,1842,12420,1174,36,7.43,45.16,24.866667,5.188823529
1,Region_8,42,Northwestern Glaciated Plains,V,South Central Cultivated Great Plains,V,PLNLOW NATURAL,10,10160002,NLA06608-1022,-99.05940629,47.136453,ND,STUTSMAN,NATURAL,14.08277712,1.752777745,2,570.1,7/10/2007,40895,28580,5003,553,8.72,1441,21.646,5.399803922
1,Region_8,46,Northern Glaciated Plains,VI,Corn Belt and Northern Great Plains,VI,PLNLOW NATURAL,9,9010004,NLA06608-1024,-99.71392205,48.896023,ND,ROLETTE,NATURAL,4.715496925,1.0115846,2.8,625.92,8/7/2007,23757,24010,439,19,8.54,690.8,21.338333,5.226993464
1,Region_5,56,Southern Michigan/Northern Indiana Drift Plains,VII,Mostly Glaciated Dairy Region,VII,PLNLOW NATURAL,4,4090003,NLA06608-1034,-83.3105724,42.744961,MI,OAKLAND,NATURAL,11.22238884,1.454307144,9,301.57,8/16/2007,4513,8910,563,5,8.55,631.2,16.27,5.732745098
1,Region_7,47,Western Corn Belt Plains,VI,Corn Belt and Northern Great Plains,VI,PLNLOW NATURAL,7,7100002,NLA06608-1035,-94.69023855,43.305803,IA,EMMET,NATURAL,92.81495307,8.441814971,2.7,386.6,8/14/2007,19137,14710,4348,160,8.71,411.4,26.9,5.675882353
1,Region_7,40,Central Irregular Plains,IX,Southeastern Temperate Forested Plains and Hills,IX,PLNLOW NATURAL,10,10270104,NLA06608-1036,-95.2899994,39.014845,KS,DOUGLAS,NATURAL,11.84427077,1.560001284,4.5,250.08,6/14/2007,1798,5090,856,94,8.21,419.3,23.166667,5.558366013
1,Region_2,84,Atlantic Coastal Pine Barrens,XIV,Eastern Coastal Plain,CPL,PLNLOW MAN-MADE,2,2030104,NLA06608-1037,-74.13720525,40.306501,NJ,MONMOUTH,MAN-MADE,216.2564885,22.91476829,8.1,0,9/5/2007,5963,3280,441,25,8.76,241.5,21.077778,5.679738562
1,Region_5,50,Northern Lakes and Forests,VIII,Nutrient Poor Largely Glaciated Upper Midwest and Northeast,VIII,PLNLOW NATURAL,9,9030001,NLA06608-1038,-91.60874473,47.762854,MN,LAKE,NATURAL,75.18450914,5.480727418,5.5,484.34,8/3/2007,3083,13300,561,20,7.44,51.32,22.58,5.188823529
1,Region_4,45,Piedmont,IX,Southeastern Temperate Forested Plains and Hills,IX,EHIGH MAN-MADE,3,3130005,NLA06608-1039,-84.47502308,33.29231,GA,FAYETTE,MAN-MADE,16.80078816,3.256661565,4.6,244,8/28/2007,10936,7460,1454,81,7.33,48.19,25.912,5.73254902
1,Region_10,10,Columbia Plateau,III,Xeric West,III,WMTNS NATURAL,17,17020012,NLA06608-1041,-119.5926045,47.728697,WA,DOUGLAS,NATURAL,75.18739617,5.935974749,19.5,559.27,8/16/2007,11901,18410,1878,190,9.34,4217,13.915,6.06620915
1,Region_4,65,Southeastern Plains,IX,Southeastern Temperate Forested Plains and Hills,IX,PLNLOW MAN-MADE,6,6040001,NLA06608-1044,-87.94670174,34.838406,TN,HARDIN,MAN-MADE,16819.29547,501.8690952,3.6,126.19,7/10/2007,2406,2190,344,54,8.05,193.5,29.14,5.873267974
1,Region_2,83,Eastern Great Lakes and Hudson Lowlands,VII,Mostly Glaciated Dairy Region,VII,EHIGH NATURAL,4,4140201,NLA06608-1045,-77.14037466,42.493533,NY,YATES,NATURAL,4564.910063,91.32945468,49.6,217.44,8/29/2007,618,2650,236,6,7.33,300.5,15.443478,5.509411765
1,Region_6,35,South Central Plains,IX,Southeastern Temperate Forested Plains and Hills,IX,PLNLOW MAN-MADE,12,12020005,NLA06608-1047,-94.30727333,31.193595,TX,NACOGDOCHES,MAN-MADE,45650.68995,990.8719513,17.4,49.99,6/26/2007,6677,5140,285,3,7.51,116.6,24.088235,5.269346405
1,Region_7,27,Central Great Plains,V,South Central Cultivated Great Plains,V,PLNLOW MAN-MADE,10,10260012,NLA06608-1052,-99.18240152,39.61457,KS,PHILLIPS,MAN-MADE,1977.978547,46.35823439,7.7,527.53,6/27/2007,16953,10190,1329,295,8.54,982.6,25.077778,6.184705882
1,Region_5,70,Western Allegheny Plateau,XI,The Central and Eastern Forested Uplands,XI,EHIGH MAN-MADE,5,5040005,NLA06608-1055,-81.46928239,39.920814,OH,GUERNSEY,MAN-MADE,10.3230291,1.341949258,3.8,244.75,7/24/2007,4842,5570,1477,88,8.48,149.3,24.0375,5.732418301
1,Region_7,39,Ozark Highlands,XI,The Central and Eastern Forested Uplands,XI,EHIGH MAN-MADE,7,7140103,NLA06608-1056,-91.45201074,38.088375,MO,CRAWFORD,MAN-MADE,114.9874631,11.18567744,8.4,271.02,9/27/2007,4400,4470,464,22,7.58,93.75,22.66,5.809803922
1,Region_10,77,North Cascades,II,Western Forested Mountains,II,WMTNS NATURAL,17,17030001,NLA06608-1057,-121.094003,47.266902,WA,KITTITAS,NATURAL,1816.322738,32.41577789,20.3,678.81,8/14/2007,5783,920,28,1,7.69,47.27,15.819048,5.167973856
1,Region_10,4,Cascades,II,Western Forested Mountains,II,WMTNS NATURAL,18,18010203,NLA06608-1058,-122.2142097,42.364916,OR,KLAMATH,NATURAL,477.1466455,11.28956834,16.4,1510.93,9/5/2007,9531,2180,171,1,7.41,31.35,15.758824,6.547712418
1,Region_5,53,Southeastern Wisconsin Till Plains,VII,Mostly Glaciated Dairy Region,VII,PLNLOW NATURAL,4,4030204,NLA06608-1059,-88.41583313,44.005516,WI,CALUMET,NATURAL,53988.61144,167.1712072,5,227.64,7/30/2007,17658,7720,1406,161,8.71,388.9,24.366667,5.504771242
1,Region_5,72,Interior River Valleys and Hills,IX,Southeastern Temperate Forested Plains and Hills,IX,PLNLOW MAN-MADE,5,5140204,NLA06608-1060,-88.83968274,37.667942,IL,WILLIAMSON,MAN-MADE,5.154350123,1.516988421,1.8,132.18,8/14/2007,13899,9240,2372,243,8.94,113.9,30.043333,5.933398693
1,Region_8,46,Northern Glaciated Plains,VI,Corn Belt and Northern Great Plains,VI,PLNLOW NATURAL,9,9020105,NLA06608-1070,-97.23731774,46.097268,ND,RICHLAND,NATURAL,256.2104237,6.83910766,4.2,330.05,7/11/2007,29335,14180,1183,774,8.72,759.5,23.234,5.381830065
1,Region_10,11,Blue Mountains,II,Western Forested Mountains,II,WMTNS NATURAL,17,17060105,NLA06608-1073,-117.2723703,45.229364,OR,WALLOWA,NATURAL,24.3012032,3.086864133,29,2393.93,8/13/2007,3249,1220,68,3,7.71,59.04,8.493333,6.250065359
1,Region_5,51,North Central Hardwood Forests,VII,Mostly Glaciated Dairy Region,VII,PLNLOW NATURAL,7,7070002,NLA06608-1075,-89.47240376,45.352649,WI,LINCOLN,NATURAL,22.97503083,1.930862295,2.6,467.27,8/27/2007,25,7790,406,8,6.14,25.9,20.913077,5.336797386
1,Region_8,25,High Plains,V,South Central Cultivated Great Plains,V,PLNLOW MAN-MADE,10,10190003,NLA06608-1083,-104.5793379,39.993741,CO,WELD,MAN-MADE,284.4633033,10.50920713,7.9,1544.86,6/29/2007,435,6030,2784,530,8.78,600.9,19.042857,6.09248366
1,Region_8,42,Northwestern Glaciated Plains,V,South Central Cultivated Great Plains,V,PLNLOW NATURAL,10,10160001,NLA06608-1086,-100.0458254,47.344377,ND,SHERIDAN,NATURAL,44.4142637,4.619350134,2.6,586.23,8/27/2007,19278,41470,3950,92,9,7200,28.533333,5.440392157
1,Region_4,45,Piedmont,IX,Southeastern Temperate Forested Plains and Hills,IX,EHIGH MAN-MADE,3,3050107,NLA06608-1087,-82.33960673,35.056364,SC,GREENVILLE,MAN-MADE,4.393146145,0.845930963,2.8,294.39,7/20/2007,5855,2680,273,14,7.23,24.99,17.730769,5.570915033
1,Region_8,15,Northern Rockies,II,Western Forested Mountains,II,WMTNS NATURAL,17,17010208,NLA06608-1089,-114.4032969,47.926156,MT,LAKE,NATURAL,604.0886892,11.39443014,12.3,1128.1,7/20/2007,6650,7200,293,8,8.18,134.8,22.848333,5.951111111
1,Region_8,42,Northwestern Glaciated Plains,V,South Central Cultivated Great Plains,V,PLNLOW NATURAL,10,10130103,NLA06608-1091,-99.56622833,46.645548,ND,KIDDER,NATURAL,1623.508654,29.68684097,4.3,581.54,7/16/2007,18777,26400,2503,90,9.04,4378,24.32,5.525816993
1,Region_7,42,Northwestern Glaciated Plains,V,South Central Cultivated Great Plains,V,PLNLOW MAN-MADE,10,10150007,NLA06608-1096,-98.6667271,42.802832,NE,BOYD,MAN-MADE,58.97621997,7.114667395,2.5,458.42,8/2/2007,56074,2080,665,171,8.54,235.6,23.644444,5.840915033
1,Region_7,40,Central Irregular Plains,IX,Southeastern Temperate Forested Plains and Hills,IX,PLNLOW MAN-MADE,10,10270104,NLA06608-1100,-94.76922848,39.036183,KS,WYANDOTTE,MAN-MADE,55.86729628,5.715020409,8,251,6/28/2007,1246,3100,262,8,8.31,555.5,24.05,5.515947712
1,Region_2,58,Northeastern Highlands,VIII,Nutrient Poor Largely Glaciated Upper Midwest and Northeast,VIII,EHIGH MAN-MADE,2,2020007,NLA06608-1101,-74.46409963,41.169214,NJ,SUSSEX,MAN-MADE,128.792843,7.996450479,3.4,360.99,9/9/2007,10940,5530,1713,109,8.68,397.7,12.989167,5.61496732
1,Region_5,50,Northern Lakes and Forests,VIII,Nutrient Poor Largely Glaciated Upper Midwest and Northeast,VIII,PLNLOW NATURAL,9,9030001,NLA06608-1102,-91.80243774,48.042727,MN,ST LOUIS,NATURAL,11.79561821,1.634214872,13.4,422.34,7/16/2007,325,4970,230,4,7.1,24.94,23.732308,4.946862745
1,Region_5,55,Eastern Corn Belt Plains,VI,Corn Belt and Northern Great Plains,VI,PLNLOW MAN-MADE,5,5060001,NLA06608-1103,-83.14039964,40.209255,OH,DELAWARE,MAN-MADE,367.9788005,36.6577122,12,257.81,8/28/2007,8366,8170,6469,224,8.13,364.8,21.2,5.702875817
1,Region_8,42,Northwestern Glaciated Plains,V,South Central Cultivated Great Plains,V,PLNLOW NATURAL,10,10130106,NLA06608-1107,-99.03925508,45.89057,SD,MCPHERSON,NATURAL,58.99780354,5.787080996,1,615.57,8/27/2007,40712,63370,7750,733,8.8,2870,25.1875,5.643529412
1,Region_5,54,Central Corn Belt Plains,VI,Corn Belt and Northern Great Plains,VI,PLNLOW MAN-MADE,5,5120114,NLA06608-1108,-88.46818961,39.347955,IL,COLES,MAN-MADE,363.2721174,29.70944125,7.2,192.87,6/21/2007,901,4940,1328,126,8.82,346.4,24.2,5.829607843
1,Region_5,46,Northern Glaciated Plains,VI,Corn Belt and Northern Great Plains,VI,PLNLOW NATURAL,7,7020004,NLA06608-1111,-96.29030059,44.430652,MN,LINCOLN,NATURAL,34.05381208,2.496046325,1.5,521.78,7/10/2007,37218,11850,1500,193,8.38,1120,24.02381,5.548169935
1,Region_4,45,Piedmont,IX,Southeastern Temperate Forested Plains and Hills,IX,EHIGH MAN-MADE,3,3050101,NLA06608-1113,-81.29840323,35.798472,NC,CALDWELL,MAN-MADE,1558.997979,152.522911,20.3,283.34,7/16/2007,8493,1930,118,9,7.55,54.55,27.632,5.560261438
1,Region_4,75,Southern Coastal Plain,XII,Southeastern Coastal Plain,CPL,PLNLOW NATURAL,3,3170006,NLA06608-1114,-88.61259404,30.471586,MS,JACKSON,NATURAL,25.56557379,4.69236045,5,15,6/21/2007,7351,5070,558,63,7.25,806,25.433333,5.621633987
1,Region_5,54,Central Corn Belt Plains,VI,Corn Belt and Northern Great Plains,VI,PLNLOW MAN-MADE,4,4040001,NLA06608-1115,-87.52959736,41.638973,IL,COOK,MAN-MADE,37.63786499,3.782105666,4.9,177.59,7/30/2007,618,10450,1041,19,8.68,631.2,15.1,5.707189542
1,Region_8,19,Wasatch and Uinta Mountains,II,Western Forested Mountains,II,WMTNS MAN-MADE,14,14060002,NLA06608-1119,-109.6229151,40.757755,UT,UINTAH,MAN-MADE,49.90333868,4.682870446,6.4,2827.96,8/30/2007,3177,4990,265,16,7.08,30.1,28.95,6.062222222
1,Region_7,39,Ozark Highlands,XI,The Central and Eastern Forested Uplands,XI,EHIGH MAN-MADE,11,11010007,NLA06608-1120,-90.79086629,37.146894,MO,REYNOLDS,MAN-MADE,658.9323227,36.68652074,8.7,151.74,8/27/2007,8130,1100,165,144,8.53,274.5,24.375,5.779084967
1,Region_1,59,Northeastern Coastal Zone,XIV,Eastern Coastal Plain,CPL,EHIGH MAN-MADE,1,1090003,NLA06608-1122,-71.89175564,42.258559,MA,WORCESTER,MAN-MADE,4.350063844,1.110199996,2.6,259.6,7/26/2007,1686,4110,318,9,7.23,131.2,22,5.490196078
1,Region_6,26,Southwestern Tablelands,IV,Great Plains Grass and Shrublands,IVman,PLNLOW MAN-MADE,11,11080001,NLA06608-1124,-104.6397618,36.603797,NM,COLFAX,MAN-MADE,122.3773218,4.934965749,2.7,1873,7/17/2007,2801,6500,433,9,9.08,423.7,22.055556,6.174117647
1,Region_1,58,Northeastern Highlands,VIII,Nutrient Poor Largely Glaciated Upper Midwest and Northeast,VIII,EHIGH NATURAL,1,1100005,NLA06608-1125,-73.45450471,41.937519,CT,LITCHFIELD,NATURAL,68.80830546,4.417176416,7.5,212.17,8/7/2007,5647,3680,315,17,8.66,301,8.928571,5.731176471
1,Region_9,23,Arizona/New Mexico Mountains,II,Western Forested Mountains,II,WMTNS MAN-MADE,15,15020008,NLA06608-1129,-111.2044517,34.538079,AZ,COCONINO,MAN-MADE,118.4056521,23.6706404,19.2,2048,6/6/2007,201,4970,336,12,7.86,77.69,17.22,6.49130719
1,Region_5,56,Southern Michigan/Northern Indiana Drift Plains,VII,Mostly Glaciated Dairy Region,VII,PLNLOW NATURAL,4,4050007,NLA06608-1130,-85.20168529,42.616443,MI,BARRY,NATURAL,177.5011901,14.54438146,9.4,241.34,8/21/2007,12815,4800,634,65,8.36,555,12.691667,5.843660131
1,Region_5,56,Southern Michigan/Northern Indiana Drift Plains,VII,Mostly Glaciated Dairy Region,VII,PLNLOW NATURAL,4,4050001,NLA06608-1131,-85.0498935,41.671582,IN,STEUBEN,NATURAL,240.7806756,9.074938991,25.9,300.35,6/26/2007,1372,6760,504,1,8.5,444.2,21.983333,5.771503268
1,Region_5,50,Northern Lakes and Forests,VIII,Nutrient Poor Largely Glaciated Upper Midwest and Northeast,VIII,PLNLOW NATURAL,9,9020103,NLA06608-1134,-95.6552124,46.97285,MN,BECKER,NATURAL,742.958126,13.78731575,5.5,448.36,8/7/2007,20397,9740,826,24,8.48,232.6,23.307143,5.328366013
1,Region_9,14,Mojave Basin and Range,III,Xeric West,III,WMTNS MAN-MADE,18,18090206,NLA06608-1141,-118.1208238,34.550638,CA,LOS ANGELES,MAN-MADE,92.16201307,4.676191804,7.7,858.99,7/9/2007,6348,3230,824,45,8.23,508.5,21.865,7.346666667
1,Region_5,50,Northern Lakes and Forests,VIII,Nutrient Poor Largely Glaciated Upper Midwest and Northeast,VIII,PLNLOW NATURAL,7,7030001,NLA06608-1143,-92.16793858,45.723516,WI,POLK,NATURAL,5.087277279,1.038101705,1.8,300.59,7/31/2007,28752,2080,768,59,8.3,243.3,23.183333,5.465816993
1,Region_3,64,Northern Piedmont,IX,Southeastern Temperate Forested Plains and Hills,IX,EHIGH MAN-MADE,2,2040205,NLA06608-1145,-75.86456997,40.111462,PA,CHESTER,MAN-MADE,63.19604563,3.830792125,4.5,186.74,9/12/2007,5880,4290,724,60,8.82,179.9,23.47,5.674444444
1,Region_8,25,High Plains,V,South Central Cultivated Great Plains,V,PLNLOW MAN-MADE,10,10190007,NLA06608-1147,-104.9010317,40.484064,CO,WELD,MAN-MADE,57.84714087,3.231864219,9.8,1460.01,7/27/2007,8627,4520,1414,775,8.89,621.2,23,6.082614379
1,Region_7,44,Nebraska Sand Hills,IV,Great Plains Grass and Shrublands,IVnat,PLNLOW NATURAL,10,10210001,NLA06608-1148,-101.8384538,42.149943,NE,CHERRY,NATURAL,201.9526692,6.059036981,1.4,1140.27,7/31/2007,32173,68060,6934,242,9.01,1602,21.768,6.182026144
1,Region_5,50,Northern Lakes and Forests,VIII,Nutrient Poor Largely Glaciated Upper Midwest and Northeast,VIII,PLNLOW NATURAL,9,9030001,NLA06608-1150,-92.1073,48.1652,MN,ST LOUIS,NATURAL,44.46394202,3.445865749,5.2,377.78,7/19/2007,1164,8290,500,11,7.74,59.14,19.22,4.952679739
1,Region_9,23,Arizona/New Mexico Mountains,II,Western Forested Mountains,II,WMTNS MAN-MADE,15,15020001,NLA06608-1151,-109.4367421,34.033213,AZ,APACHE,MAN-MADE,56.84569267,4.607212409,3.7,2505.8,7/17/2007,27650,4030,648,129,8.02,104,10.363636,6.66751634
1,Region_8,41,Canadian Rockies,II,Western Forested Mountains,II,WMTNS NATURAL,17,17010207,NLA06608-1153,-113.9310021,48.577751,MT,FLATHEAD,NATURAL,2792.637856,35.18925172,49.3,961,7/19/2007,2654,960,224,3,8.11,104.8,22.961429,5.778366013
1,Region_8,42,Northwestern Glaciated Plains,V,South Central Cultivated Great Plains,V,PLNLOW NATURAL,10,10130103,NLA06608-1155,-99.63068806,47.074282,ND,KIDDER,NATURAL,12.91522027,1.495564759,3.2,534.11,7/17/2007,20319,26140,3069,122,9.05,1856,13.95625,5.399803922
1,Region_5,50,Northern Lakes and Forests,VIII,Nutrient Poor Largely Glaciated Upper Midwest and Northeast,VIII,PLNLOW NATURAL,4,4070007,NLA06608-1162,-83.92048752,44.430809,MI,OGEMAW,NATURAL,105.5832754,7.786962238,15,273.24,9/6/2007,5569,9260,541,8,8.43,279,14.558333,5.675098039
1,Region_5,56,Southern Michigan/Northern Indiana Drift Plains,VII,Mostly Glaciated Dairy Region,VII,PLNLOW NATURAL,5,5120106,NLA06608-1163,-86.33837152,40.911527,IN,FULTON,NATURAL,16.74537897,1.931985893,11.4,241.97,7/2/2007,519,10230,778,11,8.64,279.1,22.483,5.773267974
1,Region_6,29,Cross Timbers,IX,Southeastern Temperate Forested Plains and Hills,IX,PLNLOW MAN-MADE,11,11100302,NLA06608-1164,-96.55493352,35.205443,OK,SEMINOLE,MAN-MADE,147.7387512,20.62588607,8.8,262.71,9/11/2007,5795,6740,424,23,7.31,168.5,16.633333,5.317124183
1,Region_5,50,Northern Lakes and Forests,VIII,Nutrient Poor Largely Glaciated Upper Midwest and Northeast,VIII,PLNLOW NATURAL,7,7050002,NLA06608-1166,-89.61298609,46.002185,WI,VILAS,NATURAL,35.88047142,2.201800109,17.7,502.08,8/14/2007,25,2050,197,1,6.16,13.92,17.43125,5.476993464
1,Region_5,56,Southern Michigan/Northern Indiana Drift Plains,VII,Mostly Glaciated Dairy Region,VII,PLNLOW NATURAL,4,4100002,NLA06608-1167,-84.32304093,42.121218,MI,JACKSON,NATURAL,232.8622654,9.266729094,15.5,294.94,9/20/2007,27837,3830,461,5,8.43,429.5,11.936667,5.748300654
1,Region_8,19,Wasatch and Uinta Mountains,II,Western Forested Mountains,II,WMTNS MAN-MADE,16,16020101,NLA06608-1170,-111.3838226,41.188331,UT,MORGAN,MAN-MADE,143.8261351,13.22884189,39,1830,7/18/2007,2348,2610,240,6,8.36,417.8,18.577778,6.732875817
