SITE_ID,VISIT_NO,LON_DD,LAT_DD,EPA_REG,ECO_LEV_3,ECO_L3_NAM,NUT_REG,NUTREG_NAME,ECO_NUTA,LAKE_ORIGIN,ECO3_X_ORIGIN,AREA_HA,LAKEPERIM,DEPTHMAX,ELEV_PT,HUC_2,HUC_8
NLA06608-1060,1,-88.83968274,37.66794161,Region_5,72,Interior River Valleys and Hills,IX,Southeastern Temperate Forested Plains and Hills,IX,MAN-MADE,PLNLOW MAN-MADE,5.154350123,1.516988421,1.8,132.18,5,5140204
NLA06608-1060,2,-88.83968274,37.66794161,Region_5,72,Interior River Valleys and Hills,IX,Southeastern Temperate Forested Plains and Hills,IX,MAN-MADE,PLNLOW MAN-MADE,5.154350123,1.516988421,1.8,132.18,5,5140204
NLA06608-1070,1,-97.23731774,46.09726783,Region_8,46,Northern Glaciated Plains,VI,Corn Belt and Northern Great Plains,VI,NATURAL,PLNLOW NATURAL,256.2104237,6.83910766,4.2,330.05,9,9020105
NLA06608-1073,1,-117.2723703,45.22936379,Region_10,11,Blue Mountains,II,Western Forested Mountains,II,NATURAL,WMTNS NATURAL,24.3012032,3.086864133,29,2393.93,17,17060105
NLA06608-1075,1,-89.47240376,45.35264891,Region_5,51,North Central Hardwood Forests,VII,Mostly Glaciated Dairy Region,VII,NATURAL,PLNLOW NATURAL,22.97503083,1.930862295,2.6,467.27,7,7070002
NLA06608-1083,1,-104.5793379,39.99374059,Region_8,25,High Plains,V,South Central Cultivated Great Plains,V,MAN-MADE,PLNLOW MAN-MADE,284.4633033,10.50920713,7.9,1544.86,10,10190003
NLA06608-1086,1,-100.0458254,47.34437749,Region_8,42,Northwestern Glaciated Plains,V,South Central Cultivated Great Plains,V,NATURAL,PLNLOW NATURAL,44.4142637,4.619350134,2.6,586.23,10,10160001
NLA06608-1087,1,-82.33960673,35.05636423,Region_4,45,Piedmont,IX,Southeastern Temperate Forested Plains and Hills,IX,MAN-MADE,EHIGH MAN-MADE,4.393146145,0.845930963,2.8,294.39,3,3050107
NLA06608-1089,1,-114.4032969,47.92615582,Region_8,15,Northern Rockies,II,Western Forested Mountains,II,NATURAL,WMTNS NATURAL,604.0886892,11.39443014,12.3,1128.1,17,17010208
NLA06608-1091,1,-99.56622833,46.64554759,Region_8,42,Northwestern Glaciated Plains,V,South Central Cultivated Great Plains,V,NATURAL,PLNLOW NATURAL,1623.508654,29.68684097,4.3,581.54,10,10130103
NLA06608-1096,1,-98.6667271,42.80283231,Region_7,42,Northwestern Glaciated Plains,V,South Central Cultivated Great Plains,V,MAN-MADE,PLNLOW MAN-MADE,58.97621997,7.114667395,2.5,458.42,10,10150007
NLA06608-1100,1,-94.76922848,39.03618262,Region_7,40,Central Irregular Plains,IX,Southeastern Temperate Forested Plains and Hills,IX,MAN-MADE,PLNLOW MAN-MADE,55.86729628,5.715020409,8,251,10,10270104
NLA06608-1101,1,-74.46409963,41.16921419,Region_2,58,Northeastern Highlands,VIII,Nutrient Poor Largely Glaciated Upper Midwest and Northeast,VIII,MAN-MADE,EHIGH MAN-MADE,128.792843,7.996450479,3.4,360.99,2,2020007
NLA06608-1102,1,-91.80243774,48.04272711,Region_5,50,Northern Lakes and Forests,VIII,Nutrient Poor Largely Glaciated Upper Midwest and Northeast,VIII,NATURAL,PLNLOW NATURAL,11.79561821,1.634214872,13.4,422.34,9,9030001
NLA06608-1103,1,-83.14039964,40.20925528,Region_5,55,Eastern Corn Belt Plains,VI,Corn Belt and Northern Great Plains,VI,MAN-MADE,PLNLOW MAN-MADE,367.9788005,36.6577122,12,257.81,5,5060001
NLA06608-1107,1,-99.03925508,45.8905697,Region_8,42,Northwestern Glaciated Plains,V,South Central Cultivated Great Plains,V,NATURAL,PLNLOW NATURAL,58.99780354,5.787080996,1,615.57,10,10130106
NLA06608-1108,1,-88.46818961,39.3479549,Region_5,54,Central Corn Belt Plains,VI,Corn Belt and Northern Great Plains,VI,MAN-MADE,PLNLOW MAN-MADE,363.2721174,29.70944125,7.2,192.87,5,5120114
NLA06608-1108,2,-88.46818961,39.3479549,Region_5,54,Central Corn Belt Plains,VI,Corn Belt and Northern Great Plains,VI,MAN-MADE,PLNLOW MAN-MADE,363.2721174,29.70944125,8.2,192.87,5,5120114
NLA06608-1111,1,-96.29030059,44.43065201,Region_5,46,Northern Glaciated Plains,VI,Corn Belt and Northern Great Plains,VI,NATURAL,PLNLOW NATURAL,34.05381208,2.496046325,1.5,521.78,7,7020004
NLA06608-1113,1,-81.29840323,35.79847217,Region_4,45,Piedmont,IX,Southeastern Temperate Forested Plains and Hills,IX,MAN-MADE,EHIGH MAN-MADE,1558.997979,152.522911,20.3,283.34,3,3050101
NLA06608-1114,1,-88.61259404,30.47158625,Region_4,75,Southern Coastal Plain,XII,Southeastern Coastal Plain,CPL,NATURAL,PLNLOW NATURAL,25.56557379,4.69236045,5,15,3,3170006
NLA06608-1115,1,-87.52959736,41.63897307,Region_5,54,Central Corn Belt Plains,VI,Corn Belt and Northern Great Plains,VI,MAN-MADE,PLNLOW MAN-MADE,37.63786499,3.782105666,4.9,177.59,4,4040001
NLA06608-1119,1,-109.6229151,40.75775549,Region_8,19,Wasatch and Uinta Mountains,II,Western Forested Mountains,II,MAN-MADE,WMTNS MAN-MADE,49.90333868,4.682870446,6.4,2827.96,14,14060002
NLA06608-1120,1,-90.79086629,37.14689417,Region_7,39,Ozark Highlands,XI,The Central and Eastern Forested Uplands,XI,MAN-MADE,EHIGH MAN-MADE,658.9323227,36.68652074,8.7,151.74,11,11010007
NLA06608-1122,1,-71.89175564,42.25855906,Region_1,59,Northeastern Coastal Zone,XIV,Eastern Coastal Plain,CPL,MAN-MADE,EHIGH MAN-MADE,4.350063844,1.110199996,2.6,259.6,1,1090003
NLA06608-1124,1,-104.6397618,36.60379676,Region_6,26,Southwestern Tablelands,IV,Great Plains Grass and Shrublands,IVman,MAN-MADE,PLNLOW MAN-MADE,122.3773218,4.934965749,2.7,1873,11,11080001
NLA06608-1125,1,-73.45450471,41.93751914,Region_1,58,Northeastern Highlands,VIII,Nutrient Poor Largely Glaciated Upper Midwest and Northeast,VIII,NATURAL,EHIGH NATURAL,68.80830546,4.417176416,7.5,212.17,1,1100005
NLA06608-1129,1,-111.2044517,34.53807855,Region_9,23,Arizona/New Mexico Mountains,II,Western Forested Mountains,II,MAN-MADE,WMTNS MAN-MADE,118.4056521,23.6706404,19.2,2048,15,15020008
NLA06608-1130,1,-85.20168529,42.61644253,Region_5,56,Southern Michigan/Northern Indiana Drift Plains,VII,Mostly Glaciated Dairy Region,VII,NATURAL,PLNLOW NATURAL,177.5011901,14.54438146,9.4,241.34,4,4050007
NLA06608-1131,1,-85.0498935,41.67158213,Region_5,56,Southern Michigan/Northern Indiana Drift Plains,VII,Mostly Glaciated Dairy Region,VII,NATURAL,PLNLOW NATURAL,240.7806756,9.074938991,25.9,300.35,4,4050001
NLA06608-1134,1,-95.6552124,46.97285023,Region_5,50,Northern Lakes and Forests,VIII,Nutrient Poor Largely Glaciated Upper Midwest and Northeast,VIII,NATURAL,PLNLOW NATURAL,742.958126,13.78731575,5.5,448.36,9,9020103
NLA06608-1141,1,-118.1208238,34.55063761,Region_9,14,Mojave Basin and Range,III,Xeric West,III,MAN-MADE,WMTNS MAN-MADE,92.16201307,4.676191804,7.7,858.99,18,18090206
NLA06608-1143,1,-92.16793858,45.72351557,Region_5,50,Northern Lakes and Forests,VIII,Nutrient Poor Largely Glaciated Upper Midwest and Northeast,VIII,NATURAL,PLNLOW NATURAL,5.087277279,1.038101705,1.8,300.59,7,7030001
NLA06608-1145,1,-75.86456997,40.1114616,Region_3,64,Northern Piedmont,IX,Southeastern Temperate Forested Plains and Hills,IX,MAN-MADE,EHIGH MAN-MADE,63.19604563,3.830792125,4.5,186.74,2,2040205
NLA06608-1147,1,-104.9010317,40.48406381,Region_8,25,High Plains,V,South Central Cultivated Great Plains,V,MAN-MADE,PLNLOW MAN-MADE,57.84714087,3.231864219,9.8,1460.01,10,10190007
NLA06608-1148,1,-101.8384538,42.14994307,Region_7,44,Nebraska Sand Hills,IV,Great Plains Grass and Shrublands,IVnat,NATURAL,PLNLOW NATURAL,201.9526692,6.059036981,1.4,1140.27,10,10210001
NLA06608-1150,1,-92.1073,48.1652,Region_5,50,Northern Lakes and Forests,VIII,Nutrient Poor Largely Glaciated Upper Midwest and Northeast,VIII,NATURAL,PLNLOW NATURAL,44.46394202,3.445865749,5.2,377.78,9,9030001
NLA06608-1151,1,-109.4367421,34.03321325,Region_9,23,Arizona/New Mexico Mountains,II,Western Forested Mountains,II,MAN-MADE,WMTNS MAN-MADE,56.84569267,4.607212409,3.7,2505.8,15,15020001
NLA06608-1153,1,-113.9310021,48.57775125,Region_8,41,Canadian Rockies,II,Western Forested Mountains,II,NATURAL,WMTNS NATURAL,2792.637856,35.18925172,49.3,961,17,17010207
NLA06608-1155,1,-99.63068806,47.07428203,Region_8,42,Northwestern Glaciated Plains,V,South Central Cultivated Great Plains,V,NATURAL,PLNLOW NATURAL,12.91522027,1.495564759,3.2,534.11,10,10130103
NLA06608-1162,1,-83.92048752,44.43080897,Region_5,50,Northern Lakes and Forests,VIII,Nutrient Poor Largely Glaciated Upper Midwest and Northeast,VIII,NATURAL,PLNLOW NATURAL,105.5832754,7.786962238,15,273.24,4,4070007
NLA06608-1163,1,-86.33837152,40.91152674,Region_5,56,Southern Michigan/Northern Indiana Drift Plains,VII,Mostly Glaciated Dairy Region,VII,NATURAL,PLNLOW NATURAL,16.74537897,1.931985893,11.4,241.97,5,5120106
NLA06608-1164,1,-96.55493352,35.20544322,Region_6,29,Cross Timbers,IX,Southeastern Temperate Forested Plains and Hills,IX,MAN-MADE,PLNLOW MAN-MADE,147.7387512,20.62588607,8.8,262.71,11,11100302
NLA06608-1166,1,-89.61298609,46.00218518,Region_5,50,Northern Lakes and Forests,VIII,Nutrient Poor Largely Glaciated Upper Midwest and Northeast,VIII,NATURAL,PLNLOW NATURAL,35.88047142,2.201800109,17.7,502.08,7,7050002
NLA06608-1167,1,-84.32304093,42.12121846,Region_5,56,Southern Michigan/Northern Indiana Drift Plains,VII,Mostly Glaciated Dairy Region,VII,NATURAL,PLNLOW NATURAL,232.8622654,9.266729094,15.5,294.94,4,4100002
NLA06608-1170,1,-111.3838226,41.18833129,Region_8,19,Wasatch and Uinta Mountains,II,Western Forested Mountains,II,MAN-MADE,WMTNS MAN-MADE,143.8261351,13.22884189,39,1830,16,16020101
NLA06608-1172,1,-86.21179967,39.27750349,Region_5,71,Interior Plateau,IX,Southeastern Temperate Forested Plains and Hills,IX,MAN-MADE,EHIGH MAN-MADE,6.315548975,1.308242078,7.7,249.35,5,5120202
NLA06608-1174,1,-70.66748588,45.33667139,Region_1,58,Northeastern Highlands,VIII,Nutrient Poor Largely Glaciated Upper Midwest and Northeast,VIII,NATURAL,EHIGH NATURAL,272.7759227,23.28120235,26,385.45,1,1030002
NLA06608-1175,1,-94.33240543,45.00157961,Region_5,51,North Central Hardwood Forests,VII,Mostly Glaciated Dairy Region,VII,NATURAL,PLNLOW NATURAL,428.3024256,9.177586327,3,322.88,7,7010204
NLA06608-1177,1,-79.04177704,35.03251939,Region_4,65,Southeastern Plains,IX,Southeastern Temperate Forested Plains and Hills,IX,MAN-MADE,PLNLOW MAN-MADE,17.33483744,2.913383349,2.7,48.24,3,3030004
NLA06608-1179,1,-88.12382987,42.28383032,Region_5,54,Central Corn Belt Plains,VI,Corn Belt and Northern Great Plains,VI,MAN-MADE,PLNLOW MAN-MADE,34.78292943,4.631947519,1.5,238.86,7,7120006
NLA06608-1181,1,-78.52879549,35.81387892,Region_4,45,Piedmont,IX,Southeastern Temperate Forested Plains and Hills,IX,MAN-MADE,EHIGH MAN-MADE,20.75538846,2.884278558,1.8,54.74,3,3020201
NLA06608-1183,1,-110.7617077,40.67877769,Region_8,19,Wasatch and Uinta Mountains,II,Western Forested Mountains,II,NATURAL,WMTNS NATURAL,10.95893361,1.67703314,12,3277.17,14,14060003
NLA06608-1185,1,-82.77867302,27.84728979,Region_4,75,Southern Coastal Plain,XII,Southeastern Coastal Plain,CPL,NATURAL,PLNLOW NATURAL,276.8084358,14.51797068,2.4,1.25,3,3100207
NLA06608-1189,1,-74.67614714,41.70034673,Region_2,62,North Central Appalachians,VIII,Nutrient Poor Largely Glaciated Upper Midwest and Northeast,VIII,NATURAL,EHIGH NATURAL,30.35309538,2.185119877,8,438.73,2,2040104
NLA06608-1190,1,-123.3000758,44.08794072,Region_10,3,Willamette Valley,I,Willamette and Central Valleys,II,MAN-MADE,WMTNS MAN-MADE,3230.277164,44.53661254,5.3,115.1,17,17090003
NLA06608-1191,1,-97.8223278,30.00789769,Region_6,32,Texas Blackland Prairies,V,South Central Cultivated Great Plains,V,MAN-MADE,PLNLOW MAN-MADE,63.03037904,5.143504514,2.2,194.9,12,12100203
NLA06608-1195,1,-86.47388358,41.41506353,Region_5,54,Central Corn Belt Plains,VI,Corn Belt and Northern Great Plains,VI,NATURAL,PLNLOW NATURAL,129.117075,8.541185273,8.9,222.37,7,7120001
NLA06608-1198,1,-95.84076097,46.41917873,Region_5,51,North Central Hardwood Forests,VII,Mostly Glaciated Dairy Region,VII,NATURAL,PLNLOW NATURAL,34.53984756,2.558291207,10,405.95,9,9020103
NLA06608-1199,1,-84.96745506,39.60633701,Region_5,55,Eastern Corn Belt Plains,VI,Corn Belt and Northern Great Plains,VI,MAN-MADE,PLNLOW MAN-MADE,72.75154288,6.371979051,11.7,254.76,5,5080003
NLA06608-1204,1,-93.11174318,34.44592488,Region_6,36,Ouachita Mountains,XI,The Central and Eastern Forested Uplands,XI,MAN-MADE,EHIGH MAN-MADE,2506.867396,186.5510673,30,118.4,8,8040101
NLA06608-1206,1,-86.80571961,46.04071508,Region_5,50,Northern Lakes and Forests,VIII,Nutrient Poor Largely Glaciated Upper Midwest and Northeast,VIII,NATURAL,PLNLOW NATURAL,11.82276917,1.343363212,2.2,229.44,4,4030111
NLA06608-1207,1,-92.56439548,45.31578279,Region_5,51,North Central Hardwood Forests,VII,Mostly Glaciated Dairy Region,VII,NATURAL,PLNLOW NATURAL,26.13304762,2.187962762,7,286.83,7,7030005
NLA06608-1208,1,-97.16290101,38.75947482,Region_7,27,Central Great Plains,V,South Central Cultivated Great Plains,V,MAN-MADE,PLNLOW MAN-MADE,12.85293825,1.629498586,3.2,372.63,10,10260008
NLA06608-1208,2,-97.16290101,38.75947482,Region_7,27,Central Great Plains,V,South Central Cultivated Great Plains,V,MAN-MADE,PLNLOW MAN-MADE,12.85293825,1.629498586,3.4,372.63,10,10260008
NLA06608-1209,1,-75.52182529,41.09921102,Region_3,62,North Central Appalachians,VIII,Nutrient Poor Largely Glaciated Upper Midwest and Northeast,VIII,MAN-MADE,EHIGH MAN-MADE,208.6935041,16.82150512,4.5,494.21,2,2040106
NLA06608-1210,1,-101.5137215,47.86470218,Region_8,42,Northwestern Glaciated Plains,V,South Central Cultivated Great Plains,V,NATURAL,PLNLOW NATURAL,52.4948738,4.697762391,1.4,621.61,10,10110101
NLA06608-1217,1,-117.3323799,48.27375687,Region_10,15,Northern Rockies,II,Western Forested Mountains,II,MAN-MADE,WMTNS MAN-MADE,194.5544583,8.051289981,1,619.78,17,17010216
NLA06608-1219,1,-99.45309149,47.0508466,Region_8,42,Northwestern Glaciated Plains,V,South Central Cultivated Great Plains,V,MAN-MADE,PLNLOW MAN-MADE,143.1940326,10.70362818,2.2,530.42,10,10130103
NLA06608-1220,1,-88.31948013,35.67385009,Region_4,65,Southeastern Plains,IX,Southeastern Temperate Forested Plains and Hills,IX,MAN-MADE,PLNLOW MAN-MADE,56.72361018,5.791879965,2.2,131.98,6,6040001
NLA06608-1222,1,-70.3351834,41.65548495,Region_1,84,Atlantic Coastal Pine Barrens,XIV,Eastern Coastal Plain,CPL,NATURAL,PLNLOW NATURAL,18.44599889,2.646565613,6.5,9.79,1,1090002
NLA06608-1223,1,-93.46829619,43.37516208,Region_7,47,Western Corn Belt Plains,VI,Corn Belt and Northern Great Plains,VI,NATURAL,PLNLOW NATURAL,15.06310307,3.656605613,1.8,380.39,7,7080203
NLA06608-1224,1,-96.10401913,33.16058732,Region_6,32,Texas Blackland Prairies,V,South Central Cultivated Great Plains,V,MAN-MADE,PLNLOW MAN-MADE,69.98056695,3.352558138,5.5,155.46,12,12010001
NLA06608-1227,1,-86.00305553,40.49021653,Region_5,55,Eastern Corn Belt Plains,VI,Corn Belt and Northern Great Plains,VI,MAN-MADE,PLNLOW MAN-MADE,12.74231305,1.436199689,6.3,253.44,5,5120107
NLA06608-1232,1,-91.00152146,39.29721636,Region_7,72,Interior River Valleys and Hills,IX,Southeastern Temperate Forested Plains and Hills,IX,MAN-MADE,PLNLOW MAN-MADE,13.64715444,1.90071869,8.1,206.81,7,7110004
NLA06608-1236,1,-105.1611962,35.55992713,Region_6,22,Arizona/New Mexico Plateau,III,Xeric West,III,MAN-MADE,WMTNS MAN-MADE,18.493556,1.756089384,1.9,1980.04,13,13060001
NLA06608-1238,1,-70.52697713,44.04280484,Region_1,58,Northeastern Highlands,VIII,Nutrient Poor Largely Glaciated Upper Midwest and Northeast,VIII,NATURAL,EHIGH NATURAL,537.0270384,14.10140688,18.6,129.68,1,1060001
NLA06608-1239,1,-94.95289584,45.23854717,Region_5,51,North Central Hardwood Forests,VII,Mostly Glaciated Dairy Region,VII,NATURAL,PLNLOW NATURAL,72.68044022,6.987628124,3,361.19,7,7010204
NLA06608-1240,1,-96.50308213,34.52419902,Region_6,29,Cross Timbers,IX,Southeastern Temperate Forested Plains and Hills,IX,MAN-MADE,PLNLOW MAN-MADE,38.13388497,4.454118912,6.7,214.01,11,11140104
NLA06608-1241,1,-79.31994397,36.11835531,Region_4,45,Piedmont,IX,Southeastern Temperate Forested Plains and Hills,IX,MAN-MADE,EHIGH MAN-MADE,280.5817178,43.25442397,7.5,161.97,3,3030002
NLA06608-1242,1,-87.97829791,43.80794846,Region_5,53,Southeastern Wisconsin Till Plains,VII,Mostly Glaciated Dairy Region,VII,NATURAL,PLNLOW NATURAL,21.19364392,3.207156061,7.1,269.46,4,4030101
NLA06608-1243,1,-85.4335164,41.49584791,Region_5,56,Southern Michigan/Northern Indiana Drift Plains,VII,Mostly Glaciated Dairy Region,VII,NATURAL,PLNLOW NATURAL,86.2795263,9.597849109,13.4,270.12,4,4050001
NLA06608-1244,1,-100.4927777,42.56509972,Region_7,44,Nebraska Sand Hills,IV,Great Plains Grass and Shrublands,IVnat,NATURAL,PLNLOW NATURAL,158.8522664,7.318841269,2.1,872.35,10,10150004
NLA06608-1245,1,-77.102743,34.93328103,Region_4,63,Middle Atlantic Coastal Plain,XIV,Eastern Coastal Plain,CPL,NATURAL,PLNLOW NATURAL,382.939341,8.648127847,1.5,11.04,3,3020106
NLA06608-1255,1,-98.76204738,45.29000323,Region_8,46,Northern Glaciated Plains,VI,Corn Belt and Northern Great Plains,VI,NATURAL,PLNLOW NATURAL,45.73686697,3.598668083,1.1,409.3,10,10160008
NLA06608-1256,1,-96.31123963,38.12541781,Region_7,28,Flint Hills,IV,Great Plains Grass and Shrublands,IVman,MAN-MADE,PLNLOW MAN-MADE,16.10221722,2.344281998,4,391.96,11,11070101
NLA06608-1258,1,-85.47563891,43.15032025,Region_5,56,Southern Michigan/Northern Indiana Drift Plains,VII,Mostly Glaciated Dairy Region,VII,NATURAL,PLNLOW NATURAL,30.02134791,2.52313727,1.5,269.27,4,4050006
NLA06608-1259,1,-106.250251,41.37196888,Region_8,21,Southern Rockies,II,Western Forested Mountains,II,NATURAL,WMTNS NATURAL,16.54052497,1.829359201,9.5,3210.57,10,10180010
NLA06608-1261,1,-115.1046656,38.38375695,Region_9,13,Central Basin and Range,III,Xeric West,III,MAN-MADE,WMTNS MAN-MADE,276.2346208,16.35570496,1.1,1570.27,15,15010011
NLA06608-1262,1,-94.32426564,46.56718218,Region_5,50,Northern Lakes and Forests,VIII,Nutrient Poor Largely Glaciated Upper Midwest and Northeast,VIII,NATURAL,PLNLOW NATURAL,252.3000582,18.61552286,4.2,372.34,7,7010106
NLA06608-1263,1,-84.64320588,38.79221156,Region_4,71,Interior Plateau,IX,Southeastern Temperate Forested Plains and Hills,IX,MAN-MADE,EHIGH MAN-MADE,54.31485021,10.63994493,7.4,232.26,5,5100205
NLA06608-1266,1,-119.9976109,42.11998183,Region_10,80,Northern Basin and Range,III,Xeric West,III,MAN-MADE,WMTNS MAN-MADE,13.75617846,2.660069743,1.5,1752.34,17,17120007
NLA06608-1268,1,-92.46019565,41.47720752,Region_7,47,Western Corn Belt Plains,VI,Corn Belt and Northern Great Plains,VI,MAN-MADE,PLNLOW MAN-MADE,50.17100905,7.186491922,7.6,238.83,7,7080106
NLA06608-1269,1,-121.5362609,38.50785067,Region_9,7,Central California Valley,I,Willamette and Central Valleys,III,MAN-MADE,WMTNS MAN-MADE,21.36912631,3.719272554,3.9,3.21,18,18020109
NLA06608-1270,1,-109.3834683,43.35530141,Region_8,18,Wyoming Basin,III,Xeric West,III,MAN-MADE,WMTNS MAN-MADE,74.834424,7.70584,5.8,1975,10,10080001
NLA06608-1271,1,-95.17278405,43.4613315,Region_7,47,Western Corn Belt Plains,VI,Corn Belt and Northern Great Plains,VI,NATURAL,PLNLOW NATURAL,20.67346333,1.690061039,1.7,437.09,10,10230003
NLA06608-1273,1,-74.25538694,40.93548087,Region_2,64,Northern Piedmont,IX,Southeastern Temperate Forested Plains and Hills,IX,MAN-MADE,EHIGH MAN-MADE,32.68347138,4.349445499,2.2,55.92,2,2030103
NLA06608-1274,1,-90.34231242,47.91515143,Region_5,50,Northern Lakes and Forests,VIII,Nutrient Poor Largely Glaciated Upper Midwest and Northeast,VIII,NATURAL,PLNLOW NATURAL,53.7635467,3.862511141,7.6,592.67,4,4010101
NLA06608-1278,1,-98.89293534,48.01890447,Region_8,46,Northern Glaciated Plains,VI,Corn Belt and Northern Great Plains,VI,NATURAL,PLNLOW NATURAL,19994.28201,232.2767882,11.5,434.35,9,9020201
NLA06608-1279,1,-106.8487839,36.03990354,Region_6,21,Southern Rockies,II,Western Forested Mountains,II,MAN-MADE,WMTNS MAN-MADE,14.46213324,1.509856336,3.4,2868.2,13,13020202
NLA06608-1281,1,-116.1556177,48.13500634,Region_10,15,Northern Rockies,II,Western Forested Mountains,II,NATURAL,WMTNS NATURAL,6.233209903,1.018033316,9.5,839,17,17010213
NLA06608-1283,1,-93.27559075,45.88816389,Region_5,51,North Central Hardwood Forests,VII,Mostly Glaciated Dairy Region,VII,NATURAL,PLNLOW NATURAL,7.142349516,1.337413971,5.5,300.96,7,7030004
NLA06608-1284,1,-107.4638244,36.82323361,Region_8,21,Southern Rockies,II,Western Forested Mountains,II,MAN-MADE,WMTNS MAN-MADE,6223.081149,271.8931761,48.5,1855,14,14080101
NLA06608-1288,1,-94.00429471,33.7202532,Region_6,35,South Central Plains,IX,Southeastern Temperate Forested Plains and Hills,IX,MAN-MADE,PLNLOW MAN-MADE,10488.47613,187.8632545,10,80.44,11,11140109
NLA06608-1292,1,-95.7860147,39.00193733,Region_7,40,Central Irregular Plains,IX,Southeastern Temperate Forested Plains and Hills,IX,MAN-MADE,PLNLOW MAN-MADE,101.9459965,7.168881617,8.8,350.58,10,10270102
NLA06608-1295,1,-107.2214132,33.15857155,Region_6,24,Chihuahuan Deserts,III,Xeric West,III,MAN-MADE,WMTNS MAN-MADE,11.19860906,4.029969754,1.2,1296.36,13,13030101
NLA06608-1297,1,-119.6483226,46.69346715,Region_10,10,Columbia Plateau,III,Xeric West,III,NATURAL,WMTNS NATURAL,219.2839274,18.88189137,4.2,149.07,17,17020016
NLA06608-1300,1,-104.225471,35.50355494,Region_6,26,Southwestern Tablelands,IV,Great Plains Grass and Shrublands,IVman,MAN-MADE,PLNLOW MAN-MADE,3550.868052,134.5654843,30,1280.5,11,11080003
NLA06608-1303,1,-93.52895007,44.23115242,Region_5,51,North Central Hardwood Forests,VII,Mostly Glaciated Dairy Region,VII,NATURAL,PLNLOW NATURAL,349.8161313,12.12051789,2.8,304.59,7,7040002
NLA06608-1312,1,-91.05983943,38.09909757,Region_7,39,Ozark Highlands,XI,The Central and Eastern Forested Uplands,XI,MAN-MADE,EHIGH MAN-MADE,20.53019727,2.798196371,6.5,256.36,7,7140102
NLA06608-1316,1,-87.45542965,36.92159955,Region_4,71,Interior Plateau,IX,Southeastern Temperate Forested Plains and Hills,IX,MAN-MADE,EHIGH MAN-MADE,69.03387459,8.087835189,1.5,176.78,5,5130205
NLA06608-1319,1,-97.52639653,45.11768598,Region_8,46,Northern Glaciated Plains,VI,Corn Belt and Northern Great Plains,VI,NATURAL,PLNLOW NATURAL,61.81026895,3.937019396,3,531.23,10,10160010
NLA06608-1321,1,-111.2808196,39.29458754,Region_8,19,Wasatch and Uinta Mountains,II,Western Forested Mountains,II,MAN-MADE,WMTNS MAN-MADE,471.7497226,13.54202632,27,2131,14,14060009
NLA06608-1323,1,-86.38310821,32.75598701,Region_4,45,Piedmont,IX,Southeastern Temperate Forested Plains and Hills,IX,MAN-MADE,EHIGH MAN-MADE,2322.224572,144.242993,21.5,75.03,3,3150107
NLA06608-1326,1,-95.74771639,46.70133763,Region_5,51,North Central Hardwood Forests,VII,Mostly Glaciated Dairy Region,VII,NATURAL,PLNLOW NATURAL,54.36982944,3.480720548,2.4,415.2,9,9020103
NLA06608-1329,1,-116.1697398,45.06812814,Region_10,16,Idaho Batholith,II,Western Forested Mountains,II,MAN-MADE,WMTNS MAN-MADE,148.1473824,8.405334686,3.4,1939.1,17,17060210
NLA06608-1332,1,-87.20570041,36.98625493,Region_4,72,Interior River Valleys and Hills,IX,Southeastern Temperate Forested Plains and Hills,IX,MAN-MADE,PLNLOW MAN-MADE,20.22132071,6.022271691,1.5,134.72,5,5110006
NLA06608-1333,1,-73.59007456,43.4546224,Region_2,58,Northeastern Highlands,VIII,Nutrient Poor Largely Glaciated Upper Midwest and Northeast,VIII,MAN-MADE,EHIGH MAN-MADE,16.64066608,2.175537207,14.9,279.34,2,2010001
NLA06608-1334,1,-84.80370819,45.41454518,Region_5,50,Northern Lakes and Forests,VIII,Nutrient Poor Largely Glaciated Upper Midwest and Northeast,VIII,NATURAL,PLNLOW NATURAL,1396.209943,40.81992156,15.5,181.95,4,4070004
NLA06608-1334,2,-84.80370819,45.41454518,Region_5,50,Northern Lakes and Forests,VIII,Nutrient Poor Largely Glaciated Upper Midwest and Northeast,VIII,NATURAL,PLNLOW NATURAL,1396.209943,40.81992156,18,181.95,4,4070004
NLA06608-1336,1,-96.82324072,36.38727183,Region_6,27,Central Great Plains,V,South Central Cultivated Great Plains,V,MAN-MADE,PLNLOW MAN-MADE,9.519015268,1.575451462,2.3,277.48,11,11060006
NLA06608-1338,1,-109.1798402,46.01155947,Region_8,43,Northwestern Great Plains,IV,Great Plains Grass and Shrublands,IVnat,NATURAL,PLNLOW NATURAL,217.9717107,16.16217978,1.4,1216.38,10,10070004
NLA06608-1339,1,-104.9523623,40.22292361,Region_8,25,High Plains,V,South Central Cultivated Great Plains,V,MAN-MADE,PLNLOW MAN-MADE,72.49623567,5.616838896,7.5,1487.14,10,10190005
NLA06608-1342,1,-92.04084194,47.74255874,Region_5,50,Northern Lakes and Forests,VIII,Nutrient Poor Largely Glaciated Upper Midwest and Northeast,VIII,NATURAL,PLNLOW NATURAL,30.92001994,3.202591757,3.7,444.62,9,9030001
NLA06608-1344,1,-112.5192316,48.39247752,Region_8,42,Northwestern Glaciated Plains,V,South Central Cultivated Great Plains,V,NATURAL,PLNLOW NATURAL,8.303350174,1.119851109,2.5,1187,10,10030201
