"SITEID_07","zpSR","zpDen","zpDiv.Sh","Omni","W.Omni","phySR","phyDiv.Sh","phyDen.Ind","phyDen.BioV","LAT_DD","LON_DD","LakeArea","LakeDepth","LakePerim","LakeEleva","HUC_2","HUC_8","ECO3","EPA_REG","Cond","DOC","NTL","PTL","Silica","pH","Temp","Sol","ECO_L3_NAM","NUT_REG","NUTREG_NAME","ECO_NUTA","ECO3_X_ORIGIN","STATE","DATE","ln_phyDen.BioV","ln_phySR","ln_zpSR","ln_zpDen","ln_Cond","ln_DOC","ln_NTL","ln_PTL","ln_Silica"
"NLA06608-1087",9,0.887830229536596,1.58112051645457,0.222222222222222,0.024390243902439,28,1.75361428390957,7158.855825565,3889318.8702853,35.056364,-82.33960673,4.393146145,2.8,0.845930963,294.39,3,3050107,45,"Region_4",24.99,2680,273,14,5855,7.23,17.730769,5.570915033,"Piedmont","IX","Southeastern Temperate Forested Plains and Hills","IX","EHIGH MAN-MADE","SC","7/20/2007",15.1737446026502,3.3322045101752,2.19722457733622,-0.118974737222041,3.21847574484686,7.8935720735049,5.60947179518496,2.63905732961526,8.67505127603182
"NLA06608-1089",9,49.7029702970297,1.67685536191026,0.222222222222222,0.189243027888446,18,2.25705074608892,3502.05181887,685435.4619222,47.926156,-114.4032969,604.0886892,12.3,11.39443014,1128.1,17,17010208,15,"Region_8",134.8,7200,293,8,6650,8.18,22.848333,5.951111111,"Northern Rockies","II","Western Forested Mountains","II","WMTNS NATURAL","MT","7/20/2007",13.4378096261012,2.89037175789616,2.19722457733622,3.90606469584452,4.90379219847821,8.88183630500415,5.68017260901707,2.07944154167984,8.8023721336499
"NLA06608-1091",8,5.41908869304332,1.00085853558062,0.125,0.0173010380622837,19,1.94165623010441,70750.31270038,3225046.448311,46.645548,-99.56622833,1623.508654,4.3,29.68684097,581.54,10,10130103,42,"Region_8",4378,26400,2503,90,18777,9.04,24.32,5.525816993,"Northwestern Glaciated Plains","V","South Central Cultivated Great Plains","V","PLNLOW NATURAL","ND","7/16/2007",14.9864579106853,2.94443897916644,2.07944154167984,1.68992766349992,8.38434727808281,10.1811192891344,7.82524529143177,4.49980967033027,9.84038799559281
"NLA06608-1096",14,1.51314336204992,2.28060840122396,0.714285714285714,0.854014598540146,34,2.91306835315783,62063.9511293,19350298.04179,42.802832,-98.6667271,58.97621997,2.5,7.114667395,458.42,10,10150007,42,"Region_7",235.6,2080,665,171,56074,8.54,23.644444,5.840915033,"Northwestern Glaciated Plains","V","South Central Cultivated Great Plains","V","PLNLOW MAN-MADE","NE","8/2/2007",16.7782183799979,3.52636052461616,2.63905732961526,0.414189183820313,5.46213545177743,7.64012317269536,6.49978704065585,5.14166355650266,10.9344275259704
"NLA06608-1100",12,46.0591403759481,1.92914452772946,0.25,0.498806682577566,13,1.02182207307381,6330.229219833,119978490.071589,39.036183,-94.76922848,55.86729628,8,5.715020409,251,10,10270104,40,"Region_7",555.5,3100,262,8,1246,8.31,24.05,5.515947712,"Central Irregular Plains","IX","Southeastern Temperate Forested Plains and Hills","IX","PLNLOW MAN-MADE","KS","6/28/2007",18.6028230352758,2.56494935746154,2.484906649788,3.82992623108221,6.31986860907968,8.03915739047324,5.5683445037611,2.07944154167984,7.1276936993474
"NLA06608-1101",11,8.21209182023925,0.884795097011686,0.363636363636364,0.047244094488189,28,1.6914875380501,13758.986259832,3931125.34534454,41.169214,-74.46409963,128.792843,3.4,7.996450479,360.99,2,2020007,58,"Region_2",397.7,5530,1713,109,10940,8.68,12.989167,5.61496732,"Northeastern Highlands","VIII","Nutrient Poor Largely Glaciated Upper Midwest and Northeast","VIII","EHIGH MAN-MADE","NJ","9/9/2007",15.1844362902718,3.3322045101752,2.39789527279837,2.10560768032156,5.98569795221364,8.61794309451638,7.44600149832412,4.69134788222914,9.30018107597597
"NLA06608-1102",17,4.60923896343337,2.0307056385268,0.235294117647059,0.486666666666667,28,2.24670796901306,3120.22222221,1355871.0305342,48.042727,-91.80243774,11.79561821,13.4,1.634214872,422.34,9,9030001,50,"Region_5",24.94,4970,230,4,325,7.1,23.732308,4.946862745,"Northern Lakes and Forests","VIII","Nutrient Poor Largely Glaciated Upper Midwest and Northeast","VIII","PLNLOW NATURAL","MN","7/16/2007",14.1199546327337,3.3322045101752,2.83321334405622,1.52806275952679,3.21647294025189,8.51117511909067,5.4380793089232,1.38629436111989,5.78382518232974
"NLA06608-1103",26,3.38888888888889,2.39568525713388,0.307692307692308,0.0901639344262295,25,2.17537534579861,903.322514451,171381.73121465,40.209255,-83.14039964,367.9788005,12,36.6577122,257.81,5,5060001,55,"Region_5",364.8,8170,6469,224,8366,8.13,21.2,5.702875817,"Eastern Corn Belt Plains","VI","Corn Belt and Northern Great Plains","VI","PLNLOW MAN-MADE","OH","8/28/2007",12.0516486937863,3.2188758248682,3.25809653802148,1.22050210627715,5.89934925820018,9.00822418785405,8.77477681604399,5.41164605185504,9.03193115200214
"NLA06608-1107",7,8.73866446826051,1.62798038932323,0,0,34,2.25247110606038,46382.05459852,16934524.3566397,45.89057,-99.03925508,58.99780354,1,5.787080996,615.57,10,10130106,42,"Region_8",2870,63370,7750,733,40712,8.8,25.1875,5.643529412,"Northwestern Glaciated Plains","V","South Central Cultivated Great Plains","V","PLNLOW NATURAL","SD","8/27/2007",16.6448649574292,3.52636052461616,1.94591014905531,2.16775737115611,7.96206730875367,11.0567458423176,8.95544812234739,6.59714570188665,10.6142781682687
"NLA06608-1108",16,26.5744922041962,2.44042345829478,0.75,0.39020979020979,38,2.70013550074725,194622.7301577,61263370.654117,39.347955,-88.46818961,363.2721174,7.2,29.70944125,192.87,5,5120114,54,"Region_5",346.4,4940,1328,126,901,8.82,24.2,5.829607843,"Central Corn Belt Plains","VI","Corn Belt and Northern Great Plains","VI","PLNLOW MAN-MADE","IL","6/21/2007",17.9306926799597,3.63758615972639,2.77258872223978,3.27995181601897,5.84759417668828,8.50512061018197,7.19142933003638,4.83628190695148,6.80350525760834
"NLA06608-1111",8,51.1607910576096,1.33117969316129,0.375,0.0974789915966387,24,0.207675550413735,203927.7036669,2805691.4803544,44.430652,-96.29030059,34.05381208,1.5,2.496046325,521.78,7,7020004,46,"Region_5",1120,11850,1500,193,37218,8.38,24.02381,5.548169935,"Northern Glaciated Plains","VI","Corn Belt and Northern Great Plains","VI","PLNLOW NATURAL","MN","7/10/2007",14.847160583619,3.17805383034795,2.07944154167984,3.93497343901506,7.02108396428914,9.38008314656328,7.3132203870903,5.26269018890489,10.5245477942012
"NLA06608-1113",11,0.943980191891055,1.84699005246181,0.181818181818182,0.0655737704918033,33,2.29786570502539,2212.990768592,1827845.63356703,35.798472,-81.29840323,1558.997979,20.3,152.522911,283.34,3,3050101,45,"Region_4",54.55,1930,118,9,8493,7.55,27.632,5.560261438,"Piedmont","IX","Southeastern Temperate Forested Plains and Hills","IX","EHIGH MAN-MADE","NC","7/16/2007",14.4186485818982,3.49650756146648,2.39789527279837,-0.057650096223041,3.99911771227908,7.56527528189893,4.77068462446567,2.19722457733622,9.04699757378001
"NLA06608-1114",13,2.61132490379329,1.68047320618054,0.692307692307692,0.947368421052632,40,2.49608999957544,1954.044954007,1705855.5280935,30.471586,-88.61259404,25.56557379,5,4.69236045,15,3,3170006,75,"Region_4",806,5070,558,63,7351,7.25,25.433333,5.621633987,"Southern Coastal Plain","XII","Southeastern Coastal Plain","CPL","PLNLOW NATURAL","MS","6/21/2007",14.3495773188602,3.68887945411394,2.56494935746154,0.959857718510565,6.69208374250663,8.53109609658523,6.32435896238131,4.14313472639153,8.90259163737409
"NLA06608-1115",21,23.6416146148163,2.3807147137107,0.19047619047619,0.367897727272727,29,1.98135880838269,8607.70370413,2027224.93428228,41.638973,-87.52959736,37.63786499,4.9,3.782105666,177.59,4,4040001,54,"Region_5",631.2,10450,1041,19,618,8.68,15.1,5.707189542,"Central Corn Belt Plains","VI","Corn Belt and Northern Great Plains","VI","PLNLOW MAN-MADE","IL","7/30/2007",14.5221783883364,3.36729582998647,3.04452243772342,3.16300849032468,6.44762276953166,9.25435725739296,6.94793706861497,2.94443897916644,6.42648845745769
"NLA06608-1119",12,14.3352835397513,1.42538608896464,0.333333333333333,0.519434628975265,17,0.318954073062932,17489.37386747,451786.7623741,40.757755,-109.6229151,49.90333868,6.4,4.682870446,2827.96,14,14060002,19,"Region_8",30.1,4990,265,16,3177,7.08,28.95,6.062222222,"Wasatch and Uinta Mountains","II","Western Forested Mountains","II","WMTNS MAN-MADE","UT","8/30/2007",13.0209655828393,2.83321334405622,2.484906649788,2.66272387868289,3.40452517175483,8.51519118874556,5.57972982598622,2.77258872223978,8.06369263426952
"NLA06608-1120",14,24.3271829827242,1.44434797531361,0.214285714285714,0.0209339774557166,26,1.0740306881367,15385.777777462,1714929.3254906,37.146894,-90.79086629,658.9323227,8.7,36.68652074,151.74,11,11010007,39,"Region_7",274.5,1100,165,144,8130,8.53,24.375,5.779084967,"Ozark Highlands","XI","The Central and Eastern Forested Uplands","XI","EHIGH MAN-MADE","MO","8/27/2007",14.3548824281066,3.25809653802148,2.63905732961526,3.19159436639795,5.61495126094959,7.00306545878646,5.10594547390058,4.969813299576,9.00331620254186
"NLA06608-1122",7,33,0.812586155373879,0.285714285714286,0.012987012987013,5,0.142284282911553,597.567264267,64291.25630556,42.258559,-71.89175564,4.350063844,2.6,1.110199996,259.6,1,1090003,59,"Region_1",131.2,4110,318,9,1686,7.23,22,5.490196078,"Northeastern Coastal Zone","XIV","Eastern Coastal Plain","CPL","EHIGH MAN-MADE","MA","7/26/2007",11.071178918173,1.6094379124341,1.94591014905531,3.49650756146648,4.87672287650999,8.32117830749028,5.76205138278018,2.19722457733622,7.4301141385618
"NLA06608-1124",10,3.88499028752428,1.02459507864727,0.1,0.018018018018018,21,1.01681894112969,6991.99999976,800876.1234856,36.603797,-104.6397618,122.3773218,2.7,4.934965749,1873,11,11080001,26,"Region_6",423.7,6500,433,9,2801,9.08,22.055556,6.174117647,"Southwestern Tablelands","IV","Great Plains Grass and Shrublands","IVman","PLNLOW MAN-MADE","NM","7/17/2007",13.593461561763,3.04452243772342,2.30258509299405,1.35712048382274,6.04902565763251,8.77955745588373,6.07073772800249,2.19722457733622,7.93773177526011
"NLA06608-1125",10,130.5,1.21033249487772,0.3,0.0766283524904215,24,1.80077518706287,5095.256872723,1247653.5301975,41.937519,-73.45450471,68.80830546,7.5,4.417176416,212.17,1,1100005,58,"Region_1",301,3680,315,17,5647,8.66,8.928571,5.731176471,"Northeastern Highlands","VIII","Nutrient Poor Largely Glaciated Upper Midwest and Northeast","VIII","EHIGH NATURAL","CT","8/7/2007",14.0367751693339,3.17805383034795,2.30258509299405,4.87137322676275,5.70711026474888,8.21066803116298,5.75257263882563,2.83321334405622,8.63887970967284
"NLA06608-1129",8,8.11871188284194,0.493712775193307,0.375,0.796650717703349,25,1.58716292728336,26370.797217408,8678836.3664,34.538079,-111.2044517,118.4056521,19.2,23.6706404,2048,15,15020008,23,"Region_9",77.69,4970,336,12,201,7.86,17.22,6.49130719,"Arizona/New Mexico Mountains","II","Western Forested Mountains","II","WMTNS MAN-MADE","AZ","6/6/2007",15.9763980184793,3.2188758248682,2.07944154167984,2.09417150647172,4.35272654896233,8.51117511909067,5.8171111599632,2.484906649788,5.30330490805908
"NLA06608-1130",17,5.00702979726972,1.97239115201807,0.235294117647059,0.0344202898550725,25,1.13563717727224,14152.888887752,3035818.555875,42.616443,-85.20168529,177.5011901,9.4,14.54438146,241.34,4,4050007,56,"Region_5",555,4800,634,65,12815,8.36,12.691667,5.843660131,"Southern Michigan/Northern Indiana Drift Plains","VII","Mostly Glaciated Dairy Region","VII","PLNLOW NATURAL","MI","8/21/2007",14.9259916515072,3.2188758248682,2.83321334405622,1.61084288445247,6.31896811374643,8.47637119689598,6.45204895443723,4.17438726989564,9.45837163879817
"NLA06608-1131",19,24.7529200359389,2.05913922182453,0.157894736842105,0.17059891107078,51,2.08221404369186,79619.1083295,9993070.1683282,41.671582,-85.0498935,240.7806756,25.9,9.074938991,300.35,4,4050001,56,"Region_5",444.2,6760,504,1,1372,8.5,21.983333,5.771503268,"Southern Michigan/Northern Indiana Drift Plains","VII","Mostly Glaciated Dairy Region","VII","PLNLOW NATURAL","IN","6/26/2007",16.1174024275673,3.93182563272433,2.94443897916644,3.20894346330552,6.09627491146033,8.81877816903701,6.22257626807137,0,7.22402480828583
"NLA06608-1134",16,3.02486848397896,1.83699909796747,0.1875,0.0909090909090909,16,1.31864921814323,8376.888888934,1625332.2013904,46.97285,-95.6552124,742.958126,5.5,13.78731575,448.36,9,9020103,50,"Region_5",232.6,9740,826,24,20397,8.48,23.307143,5.328366013,"Northern Lakes and Forests","VIII","Nutrient Poor Largely Glaciated Upper Midwest and Northeast","VIII","PLNLOW NATURAL","MN","8/7/2007",14.3012227844775,2.77258872223978,2.77258872223978,1.10686761416709,5.44932024008456,9.18399639663658,6.71659477352098,3.17805383034795,9.92314311019457
"NLA06608-1141",8,33.8942307692308,1.22280913025791,0,0,21,1.81981379018848,18869.846276669,9791918.6880152,34.550638,-118.1208238,92.16201307,7.7,4.676191804,858.99,18,18090206,14,"Region_9",508.5,3230,824,45,6348,8.23,21.865,7.346666667,"Mojave Basin and Range","III","Xeric West","III","WMTNS MAN-MADE","CA","7/9/2007",16.0970679797798,3.04452243772342,2.07944154167984,3.523244816105,6.23146521548861,8.0802374162167,6.71417052990947,3.80666248977032,8.7558950816463
"NLA06608-1143",20,32.3952095808383,1.97440751984019,0.25,0.286506469500924,9,1.38433238896567,4955.184651862,270393.961215,45.723516,-92.16793858,5.087277279,1.8,1.038101705,300.59,7,7030001,50,"Region_5",243.3,2080,768,59,28752,8.3,23.183333,5.465816993,"Northern Lakes and Forests","VIII","Nutrient Poor Largely Glaciated Upper Midwest and Northeast","VIII","PLNLOW NATURAL","WI","7/31/2007",12.5076352901168,2.19722457733622,2.99573227355399,3.47801055942377,5.49429524978948,7.64012317269536,6.64378973314767,4.07753744390572,10.2664626090233
"NLA06608-1145",15,4.45797965398821,1.5542417779594,0.2,0.165697674418605,23,0.688932755684019,34579.225686684,1395626.8185802,40.111462,-75.86456997,63.19604563,4.5,3.830792125,186.74,2,2040205,64,"Region_3",179.9,4290,724,60,5880,8.82,23.47,5.674444444,"Northern Piedmont","IX","Southeastern Temperate Forested Plains and Hills","IX","EHIGH MAN-MADE","PA","9/12/2007",14.1488542046336,3.13549421592915,2.70805020110221,1.4946956710206,5.19240114095649,8.36404201192206,6.58479139238572,4.0943445622221,8.67931204089267
"NLA06608-1147",20,19.7142857142857,2.31070005541322,0.25,0.103864734299517,6,0.997646816239661,60656.0878911,2565713.51749,40.484064,-104.9010317,57.84714087,9.8,3.231864219,1460.01,10,10190007,25,"Region_8",621.2,4520,1414,775,8627,8.89,23,6.082614379,"High Plains","V","South Central Cultivated Great Plains","V","PLNLOW MAN-MADE","CO","7/27/2007",14.7577471723637,1.79175946922805,2.99573227355399,2.98134353610189,6.43165309127453,8.41626727282628,7.25417784645652,6.65286302935335,9.06265209907658
"NLA06608-1148",12,44.5768772348033,1.38893632237128,0.416666666666667,0.531194295900178,49,2.34074435875323,93311.10532026,14299989.68675,42.149943,-101.8384538,201.9526692,1.4,6.059036981,1140.27,10,10210001,44,"Region_7",1602,68060,6934,242,32173,9.01,21.768,6.182026144,"Nebraska Sand Hills","IV","Great Plains Grass and Shrublands","IVnat","PLNLOW NATURAL","NE","7/31/2007",16.4757693740236,3.89182029811063,2.484906649788,3.79721527693542,7.3790081276283,11.1281449480549,8.84419212624497,5.48893772615669,10.3788828704702
"NLA06608-1150",15,4.47968514874407,1.80689370959944,0.266666666666667,0.281653746770026,31,0.616947834669427,94987.936506363,836827.8235502,48.1652,-92.1073,44.46394202,5.2,3.445865749,377.78,9,9030001,50,"Region_5",59.14,8290,500,11,1164,7.74,19.22,4.952679739,"Northern Lakes and Forests","VIII","Nutrient Poor Largely Glaciated Upper Midwest and Northeast","VIII","PLNLOW NATURAL","MN","7/19/2007",13.6373736216805,3.43398720448515,2.70805020110221,1.49955276465899,4.07990751442433,9.02280524812934,6.21460809842219,2.39789527279837,7.05961762829138
"NLA06608-1151",11,6.89933971162916,1.26768091399347,0.272727272727273,0.240234375,24,2.18872837500905,27599.92090135,14236155.684875,34.033213,-109.4367421,56.84569267,3.7,4.607212409,2505.8,15,15020001,23,"Region_9",104,4030,648,129,27650,8.02,10.363636,6.66751634,"Arizona/New Mexico Mountains","II","Western Forested Mountains","II","WMTNS MAN-MADE","AZ","7/17/2007",16.4712954615509,3.17805383034795,2.39789527279837,1.93142571305747,4.64439089914137,8.30152165494073,6.47389069635227,4.85981240436167,10.2273810069505
"NLA06608-1153",11,5.50662213223631,1.57105618591072,0.181818181818182,0.285714285714286,19,2.27516273456004,1038.597941482,2844543.485086,48.577751,-113.9310021,2792.637856,49.3,35.18925172,961,17,17010207,41,"Region_8",104.8,960,224,3,2654,8.11,22.961429,5.778366013,"Canadian Rockies","II","Western Forested Mountains","II","WMTNS NATURAL","MT","7/19/2007",14.860913150483,2.94443897916644,2.39789527279837,1.70595139202573,4.65205377188694,6.86693328446188,5.41164605185504,1.09861228866811,7.88382321489215
"NLA06608-1155",13,6.0694795687475,1.2756198437584,0.230769230769231,0.12719298245614,28,2.24101466532218,37205.038105715,9576982.844842,47.074282,-99.63068806,12.91522027,3.2,1.495564759,534.11,10,10130103,42,"Region_8",1856,26140,3069,122,20319,9.05,13.95625,5.399803922,"Northwestern Glaciated Plains","V","South Central Cultivated Great Plains","V","PLNLOW NATURAL","ND","7/17/2007",16.0748731572149,3.3322045101752,2.56494935746154,1.80327286313332,7.52617891334615,10.1712219871782,8.02910705461974,4.80402104473326,9.91931168788301
"NLA06608-1162",16,2.35577946498262,2.09911816780565,0.1875,0.159638554216867,27,2.36481426468181,1605.43790846,1555202.13366863,44.430809,-83.92048752,105.5832754,15,7.786962238,273.24,4,4070007,50,"Region_5",279,9260,541,8,5569,8.43,14.558333,5.675098039,"Northern Lakes and Forests","VIII","Nutrient Poor Largely Glaciated Upper Midwest and Northeast","VIII","PLNLOW NATURAL","MI","9/6/2007",14.2571160846451,3.29583686600433,2.77258872223978,0.856871655713069,5.63121178182137,9.13345932764022,6.29341927884648,2.07944154167984,8.62497078358967
"NLA06608-1163",12,6.4506797801562,1.15293010170056,0.25,0.0381165919282511,37,2.56693803346832,7543.340614919,5261734.9297871,40.911527,-86.33837152,16.74537897,11.4,1.931985893,241.97,5,5120106,56,"Region_5",279.1,10230,778,11,519,8.64,22.483,5.773267974,"Southern Michigan/Northern Indiana Drift Plains","VII","Mostly Glaciated Dairy Region","VII","PLNLOW NATURAL","IN","7/2/2007",15.4759713648907,3.61091791264422,2.484906649788,1.86418551752659,5.63157014054228,9.23307985894567,6.65672652417839,2.39789527279837,6.25190388316589
"NLA06608-1164",12,5.31814581526044,0.488420308113834,0.25,0.0212765957446809,32,1.93201109166751,952.787804667,202202.03724971,35.205443,-96.55493352,147.7387512,8.8,20.62588607,262.71,11,11100302,29,"Region_6",168.5,6740,424,23,5795,7.31,16.633333,5.317124183,"Cross Timbers","IX","Southeastern Temperate Forested Plains and Hills","IX","PLNLOW MAN-MADE","OK","9/11/2007",12.2170226609367,3.46573590279973,2.484906649788,1.67112471163644,5.12693574979242,8.81581520390635,6.04973345523196,3.13549421592915,8.66475075577385
"NLA06608-1166",14,90,1.17175569796443,0.0714285714285714,0.427350427350427,20,1.72935493525471,1368.783475066,2051258.0881175,46.002185,-89.61298609,35.88047142,17.7,2.201800109,502.08,7,7050002,50,"Region_5",13.92,2050,197,1,25,6.16,17.43125,5.476993464,"Northern Lakes and Forests","VIII","Nutrient Poor Largely Glaciated Upper Midwest and Northeast","VIII","PLNLOW NATURAL","WI","8/14/2007",14.5339638643976,2.99573227355399,2.63905732961526,4.49980967033027,2.63332665490627,7.62559507213245,5.28320372873799,0,3.2188758248682
"NLA06608-1167",15,4.0195772154535,1.64430847284359,0.2,0.0189982728842832,28,1.76539032536887,8020.686869354,1769063.9959523,42.121218,-84.32304093,232.8622654,15.5,9.266729094,294.94,4,4100002,56,"Region_5",429.5,3830,461,5,27837,8.43,11.936667,5.748300654,"Southern Michigan/Northern Indiana Drift Plains","VII","Mostly Glaciated Dairy Region","VII","PLNLOW NATURAL","MI","9/20/2007",14.3859611488314,3.3322045101752,2.70805020110221,1.39117672681495,6.06262174142431,8.25062008217469,6.13339804299665,1.6094379124341,10.2341213500213
"NLA06608-1170",18,28.807036833425,1.42064874080366,0.222222222222222,0.0954198473282443,17,2.01394006449832,273.655348695,42792.8132552,41.188331,-111.3838226,143.8261351,39,13.22884189,1830,16,16020101,19,"Region_8",417.8,2610,240,6,2348,8.36,18.577778,6.732875817,"Wasatch and Uinta Mountains","II","Western Forested Mountains","II","WMTNS MAN-MADE","UT","7/18/2007",10.6641254528725,2.83321334405622,2.89037175789616,3.36061969179101,6.03500284912247,7.86710550031674,5.48063892334199,1.79175946922805,7.76131918094799
"NLA06608-1172",10,2.26051217198862,1.54281789254524,0.2,0.020979020979021,32,2.97638824644072,1725.451042325,5045676.888358,39.277503,-86.21179967,6.315548975,7.7,1.308242078,249.35,5,5120202,71,"Region_5",181.5,3510,241,4,838,8.19,13.183077,5.795686275,"Interior Plateau","IX","Southeastern Temperate Forested Plains and Hills","IX","EHIGH MAN-MADE","IN","6/27/2007",15.4340423729102,3.46573590279973,2.30258509299405,0.815591412382405,5.20125565370491,8.16337131645991,5.48479693349065,1.38629436111989,6.73101810048208
"NLA06608-1174",16,54.5555555555556,2.41079816507518,0.25,0.433808553971487,32,2.15975757057071,1897.110685276,438510.68096103,45.336671,-70.66748588,272.7759227,26,23.28120235,385.45,1,1030002,58,"Region_1",39.99,6070,298,4,4484,7.32,20.075,5.044575163,"Northeastern Highlands","VIII","Nutrient Poor Largely Glaciated Upper Midwest and Northeast","VIII","EHIGH NATURAL","ME","8/15/2007",12.9911394484476,3.46573590279973,2.77258872223978,3.9992195504583,3.68862942285873,8.71111388405354,5.6970934865054,1.38629436111989,8.40827078419205
"NLA06608-1175",14,21.977264898381,1.6015818654081,0.285714285714286,0.0407523510971787,17,0.484906114144637,97797.92592417,3853175.3757476,45.00158,-94.33240543,428.3024256,3,9.177586327,322.88,7,7010204,51,"Region_5",375.2,10580,1328,69,7210,8.49,24.733333,5.490392157,"North Central Hardwood Forests","VII","Mostly Glaciated Dairy Region","VII","PLNLOW NATURAL","MN","8/21/2007",15.1644081392471,2.83321334405622,2.63905732961526,3.09000850530825,5.92745921713207,9.26672070541229,7.19142933003638,4.23410650459726,8.88322423027899
"NLA06608-1177",15,2.19970792259949,2.27358115430169,0.266666666666667,0.236514522821577,9,0.495543459912526,31858.07407519,1960444.847269,35.032519,-79.04177704,17.33483744,2.7,2.913383349,48.24,3,3030004,65,"Region_4",27.1,3990,328,24,2436,6.31,28,5.846078431,"Southeastern Plains","IX","Southeastern Temperate Forested Plains and Hills","IX","PLNLOW MAN-MADE","NC","6/28/2007",14.4886819683469,2.19722457733622,2.70805020110221,0.788324589095778,3.29953372788566,8.29154650988391,5.79301360838414,3.17805383034795,7.79811262882979
"NLA06608-1179",13,71.0021592785469,1.42159966929222,0.307692307692308,0.31484794275492,35,1.51995424258381,52721.48148503,13305580.322374,42.28383,-88.12382987,34.78292943,1.5,4.631947519,238.86,7,7120006,54,"Region_5",989.5,15760,2741,133,1595,8.88,29.225,5.510915033,"Central Corn Belt Plains","VI","Corn Belt and Northern Great Plains","VI","PLNLOW MAN-MADE","IL","8/1/2007",16.4036940783066,3.55534806148941,2.56494935746154,4.26271028895277,6.89719976504262,9.66523036341187,7.91607809630279,4.89034912822175,7.37462901521894
"NLA06608-1181",10,0.646997929606625,1.78620797870902,0.2,0.24,30,0.9114740427718,83672.38095485,27078639.385622,35.813879,-78.52879549,20.75538846,1.8,2.884278558,54.74,3,3020201,45,"Region_4",101.3,6000,251,9,13472,7.91,11.933333,5.799673203,"Piedmont","IX","Southeastern Temperate Forested Plains and Hills","IX","EHIGH MAN-MADE","NC","6/26/2007",17.1142557604928,3.40119738166216,2.30258509299405,-0.435412184476116,4.61808641125464,8.69951474821019,5.52545293913178,2.19722457733622,9.50836873648211
"NLA06608-1183",11,63.0929791271347,1.04978434206128,0.181818181818182,0.500751879699248,19,1.18423591872529,9307.061801585,123295.7371067,40.678778,-110.7617077,10.95893361,12,1.67703314,3277.17,14,14060003,19,"Region_8",10.65,2190,133,3,531,6.8,30.3,6.839150327,"Wasatch and Uinta Mountains","II","Western Forested Mountains","II","WMTNS NATURAL","UT","8/29/2007",11.7223411152109,2.94443897916644,2.39789527279837,4.14460949754264,2.36555989215543,7.69165682281055,4.89034912822175,1.09861228866811,6.27476202124194
"NLA06608-1185",8,3.04141501294219,1.00082995390392,0.625,0.75886524822695,10,0.881077038429682,13485.101266825,3017181.8350655,27.84729,-82.77867302,276.8084358,2.4,14.51797068,1.25,3,3100207,75,"Region_4",628,15410,2869,62,4903,8.51,16.577778,6.664052288,"Southern Coastal Plain","XII","Southeastern Coastal Plain","CPL","PLNLOW NATURAL","FL","8/16/2007",14.9198337864826,2.30258509299405,2.07944154167984,1.11232287190662,6.4425401664682,9.64277192831416,7.96171881598136,4.12713438504509,8.49760254165123
"NLA06608-1189",13,7.57311640519078,1.6720490985205,0.307692307692308,0.140664961636829,16,0.797990579584034,2951.98228572,89806.1923789,41.700347,-74.67614714,30.35309538,8,2.185119877,438.73,2,2040104,62,"Region_2",89.54,4170,281,9,1211,6.71,19.9,5.61496732,"North Central Appalachians","VIII","Nutrient Poor Largely Glaciated Upper Midwest and Northeast","VIII","EHIGH NATURAL","NY","9/21/2007",11.4054092093616,2.77258872223978,2.56494935746154,2.02460466109381,4.49468545281282,8.33567131479285,5.63835466933375,2.19722457733622,7.09920174355309
"NLA06608-1190",10,13.4634146341463,0.830520500774643,0,0,19,0.974502610814465,1198.620337479,244312.13514509,44.087941,-123.3000758,3230.277164,5.3,44.53661254,115.1,17,17090003,3,"Region_10",61.93,2070,96,3,10264,7.56,28.25,5.30875817,"Willamette Valley","I","Willamette and Central Valleys","II","WMTNS MAN-MADE","OR","6/25/2007",12.4062019291398,2.94443897916644,2.30258509299405,2.59997597957279,4.12600471494997,7.63530388625941,4.56434819146784,1.09861228866811,9.23639790629547
"NLA06608-1191",13,31.0320284697509,1.0882787881172,0.153846153846154,0.00458715596330275,26,1.71304963885482,25136.29629352,12824483.1264308,30.007898,-97.8223278,63.03037904,2.2,5.143504514,194.9,12,12100203,32,"Region_6",445.7,8240,984,152,17810,7.78,21.03,5.312614379,"Texas Blackland Prairies","V","South Central Cultivated Great Plains","V","PLNLOW MAN-MADE","TX","8/6/2007",16.3668666461763,3.25809653802148,2.56494935746154,3.43501984756928,6.09964607995251,9.01675562290352,6.89162589705225,5.02388052084628,9.78751537628371
"NLA06608-1195",15,7.97445255474453,1.4391346184936,0.333333333333333,0.109839816933638,62,3.07096268910596,66139.21429513,20567409.80549,41.415064,-86.47388358,129.117075,8.9,8.541185273,222.37,7,7120001,54,"Region_5",407.6,7280,753,26,4725,8.43,21.411111,5.878562092,"Central Corn Belt Plains","VI","Corn Belt and Northern Great Plains","VI","PLNLOW NATURAL","IN","7/2/2007",16.8392183327228,4.12713438504509,2.70805020110221,2.07624300114162,6.01028630134857,8.89288614119073,6.62406522779989,3.25809653802148,8.46062283992784
