"SITEID_12","zpSR","zpDen","zpDiv.Sh","Omni","W.Omni","phySR","phyDiv.Sh","phyDen.Ind","phyDen.BioV","SITEID_07","LAT_DD","LON_DD","LakeArea","LakeDepth","LakePerim","LakeEleva","HUC2","HUC8","ECO3","ECO3_2015","EPA_REG","Cond","DOC","NTL","PTL","Silica","pH","Temp","Sol","ln_phyDen.BioV","ln_phySR","ln_zpSR","ln_zpDen","ln_Cond","ln_DOC","ln_NTL","ln_PTL","ln_Silica"
"NLA12_ND-167",11,0.2801107,1.81011860392217,0.0909090909090909,0.00752916614752667,9,1.29999359572442,295082.379,30558323.0958,"",47.3986724,-100.8114446,43.28055482,4,3.783848465,553.3,10,10130101,42,42,"Region_8",4060,32430,3775,322,7070,8.89,21.6538461538462,5.58908496732026,17.2351476482374,2.19722457733622,2.39789527279837,-1.27257039680307,8.30893825259578,10.3868391993014,8.23615566168312,5.77455154554441,8.86361575889062
"NLA12_ND-172",20,2.667301,1.9317539122311,0.35,0.627729528838328,16,0.964261591183218,702830.7753,31018505.1963,"",47.20188944,-99.35239064,194.205161,3.3,14.57879756,563.54,10,10160002,42,42,"Region_8",1580,15400,2713,317,39788,8.93,24.2324358974359,5.63326797385621,17.2500945261667,2.77258872223978,2.99573227355399,0.981067099723954,7.36518012602101,9.64212278840172,7.90581031265893,5.75890177387728,10.5913206382723
"NLA12_ND-173",20,0.3748536,1.79352114463625,0.15,0.0564209600761471,10,1.418260764493,28947.8231,745485.4975,"",46.40002555,-99.28218473,69.8099082,2.8,5.175598519,581.73,10,10130104,42,42,"Region_8",1893,15300,1831,81,14254,8.62,19.240641025641,5.81437908496732,13.5217909596107,2.30258509299405,2.99573227355399,-0.981219729237646,7.54591815120932,9.63560810738053,7.51261754467451,4.39444915467244,9.56479284806182
"NLA12_ND-178",29,0.9901325,1.40889668325974,0.172413793103448,0.78110414515229,12,1.86395469530663,13220.4228,1597420.4612,"",48.95477319,-99.83321117,38.29298202,7.5,3.579561189,650.57,9,9020313,46,46,"Region_8",618,12310,950,51,18249,8.61,17.101875,5.55222222222222,14.2839006744481,2.484906649788,3.36729582998647,-0.00991650642522053,6.42648845745769,9.4181672191785,6.85646198459459,3.93182563272433,9.81186556298882
"NLA12_ND-186",21,10.780967,1.37136382393788,0.380952380952381,0.420886586518631,26,1.86849395970455,30883.6041,7139572.2613,"NLA06608-1920",48.57418374,-103.6650787,31.25340549,1.5,3.310939235,603.67,10,10110102,42,42,"Region_8",1608,12650,1194,68,6328,8.65,18.8025641025641,5.77254901960784,15.7811634251403,3.25809653802148,3.04452243772342,2.37778226461175,7.38274644973891,9.44541249415567,7.08506429395255,4.21950770517611,8.75273950944749
"NLA12_ND-187",23,0.0656802,2.16639313032629,0.347826086956522,0.120622348896623,16,0.918922873186934,21108.9306,4718129.6085,"",48.00697014,-101.5324187,74.15216134,10.7,5.315700155,620.39,10,10110101,42,42,"Region_8",1258,12160,1054,43,20693,8.54,18.9935897435897,5.61124183006536,15.3669230096407,2.77258872223978,3.13549421592915,-2.72295776877561,7.13727843726039,9.40590715552016,6.96034772910131,3.76120011569356,9.93755075781183
"NLA12_ND-190",15,2.662972,1.62337212484943,0.266666666666667,0.323711439699704,30,2.23666951442532,982519.7464,65876884.6519,"",48.54728662,-99.18516789,16.46536508,1.1,1.54301486,448.41,9,9020201,46,46,"Region_8",2720,25480,4781,359,52090,8.94,23.1858974358974,5.55222222222222,18.0032981739331,3.40119738166216,2.70805020110221,0.979442792319139,7.90838715929004,10.1456491096861,8.4724050086261,5.88332238848828,10.8607282707392
"NLA12_ND-194",21,7.9385822,1.563418873524,0.380952380952381,0.663309022611116,7,1.55714884968579,436550.0405,99120411.6239,"",48.72020198,-102.1149998,1718.487658,2.4,87.40912022,549.48,9,9010002,46,46,"Region_8",1022,20180,5738,599,19052,9.37,24.1016666666667,5.77254901960784,18.41184594806,1.94591014905531,3.04452243772342,2.07173469508282,6.92951677076365,9.9124472939076,8.65486599654131,6.39526159811545,9.85492736192075
"NLA12_ND-196",20,1.6939011,1.78591577511105,0.45,0.877058760986695,33,2.991380256523,2207.9093,1234052.9539,"",47.24136596,-99.83730412,172.5442031,4,9.599342895,558.81,10,10130103,42,42,"Region_8",3920,16790,1901,91,23604,8.99,24.2948717948718,5.63326797385621,14.0258143949255,3.49650756146648,2.99573227355399,0.527034211998972,8.27384693278451,9.72853875007159,7.55013534248843,4.51085950651685,10.0691714681771
"NLA12_ND-198",19,5.4625358,1.45592568417974,0.315789473684211,0.53003844844367,32,2.38487802145278,144160.926,37829043.4828,"",48.87733825,-99.97954534,4.303303461,1.9,0.932052601,648.28,9,9010004,46,46,"Region_8",2240,31060,1875,78,21047,8.55,25,5.55222222222222,17.4485877116689,3.46573590279973,2.94443897916644,1.69791311417598,7.71423114484909,10.3436760967027,7.53636393840451,4.35670882668959,9.95451331113917
"NLA12_ND-199",11,0.6073331,1.8539878536463,0.363636363636364,0.282228977804766,23,0.433617071835565,306752.053,2460671.6597,"",47.848299,-100.278256,19.19744403,1.9,1.806966922,489.28,9,9010003,46,46,"Region_8",5730,26810,2515,61,9472,9.17,20.6058974358974,5.58908496732026,14.7159449030404,3.13549421592915,2.39789527279837,-0.498677874023611,8.65347080970879,10.19653023123,7.83002808253384,4.11087386417331,9.15609535712379
"NLA12_ND-202",26,0.7943816,1.18006740347067,0.269230769230769,0.820408730514403,23,0.948430214387304,418917.7507,14110432.5134,"",48.6652108,-103.0632567,14.35587541,2.1,1.827651509,684.75,10,10110101,42,42,"Region_8",2270,43140,4213,67,20960,8.88,24.5012820512821,5.77254901960784,16.4624249763287,3.13549421592915,3.25809653802148,-0.230191328654365,7.72753511047545,10.6722059199431,8.34593026197902,4.20469261939097,9.95037113843498
"NLA12_NE-102",28,3.9047104,2.76011117435382,0.285714285714286,0.162949805445239,24,2.24762925595539,4758047.6457,239720092.6303,"NLA06608-0924",42.53266913,-100.5913352,13.00093741,1.6,1.65503812,884.24,10,10150004,44,44,"Region_7",792,51010,7750,498,2603,8.83,19.1,6.49627450980392,19.2949825199646,3.17805383034795,3.3322045101752,1.36218361920994,6.67456139181443,10.839776970917,8.95544812234739,6.21060007702465,7.86441990499457
"NLA12_NE-103",18,0.3413467,2.21251536366798,0.388888888888889,0.0185137281245139,22,1.78848876980604,3793.5216,1919854.9442,"NLA06608-2640",40.36174467,-100.7041992,644.4589529,4.4,45.64530116,787.34,10,10250007,27,27,"Region_7",521,4650,1058,310,42201,8.62,26.6833333333333,6.62941176470588,14.4677601912541,3.09104245335832,2.89037175789616,-1.07485660266128,6.25575004175337,8.4446224985814,6.96413561241824,5.73657229747919,10.6501991964258
"NLA12_NE-104",19,1.6927786,2.35797050959972,0.421052631578947,0.25346492447388,6,0.90088036793611,88385.0386,19122244.5014,"NLA06608-2824",41.76432182,-98.65979155,50.56218763,2.7,4.77320062,610.76,10,10210010,44,44,"Region_7",172.3,4950,2304,237,52895,9.1,26.7692307692308,6.44954248366013,16.7663628489384,1.79175946922805,2.94443897916644,0.526371320824998,5.14923714353388,8.50714285556274,7.74240202181578,5.46806014113513,10.8760640954209
"NLA12_NE-105",29,3.3067897,2.15421506964025,0.379310344827586,0.637064915256026,18,2.32571536488454,3481173.9609,29151793.6641,"NLA06608-0220",42.50469691,-100.5300766,20.1814267,3,1.935952246,884.56,10,10150004,44,44,"Region_7",505,27800,3663,450,70124,9.23,20,6.49627450980392,17.1880270010839,2.89037175789616,3.36729582998647,1.19597783959777,6.22455842927536,10.2327912996787,8.20603776277881,6.10924758276437,11.1580203824738
"NLA12_NE-106",31,6.4182903,1.67035786757566,0.354838709677419,0.875376531348231,12,2.01480282963026,369106.5761,32123208.9147,"NLA06608-3160",41.03542015,-96.83772744,29.22334703,2.8,2.78891062,391.66,10,10200203,47,47,"Region_7",283,8110,1905,144,4669,9,29.1384615384615,6.32588235294118,17.2850893459974,2.484906649788,3.43398720448515,1.85915177382427,5.64544689764324,9.00085314710946,7.5522372875608,4.969813299576,8.44870019497094
"NLA12_NE-107",33,4.1808002,2.1369489419039,0.454545454545455,0.591365356325806,54,2.96924053183479,163614.4567,59497602.5064,"NLA06608-3644",41.7876174,-102.5218866,24.93596967,1.1,2.162734369,1165.87,10,10180009,44,44,"Region_7",1048,42150,4450,277,30700,9.32,23.9935897435897,6.67758169934641,17.9014465756939,3.98898404656427,3.49650756146648,1.43050266362194,6.95463886488099,10.64898996343,8.40065937516029,5.62401750618734,10.3320179335753
"NLA12_NE-108",28,4.9760824,2.97190929989189,0.535714285714286,0.232351719095327,25,2.88593446487742,1801470.5075,332805673.4204,"NLA06608-2972",42.45261113,-100.6479949,54.12090517,1.6,4.637214259,903.39,10,10210006,44,44,"Region_7",201,15770,6225,673,16236,9.26,18.6012820512821,6.49627450980392,19.6230693143033,3.2188758248682,3.3322045101752,1.6046429147853,5.30330490805908,9.66586467995708,8.73632872133291,6.51174532964473,9.69498627795879
"NLA12_NE-109",23,0.2514075,2.2066594544914,0.434782608695652,0.186627288366497,47,2.81268830670628,42734.2877,2954344.2688,"NLA06608-0016",41.03740677,-100.7757749,641.0234072,6,18.96802865,916,10,10190018,44,44,"Region_7",715,4820,723,59,18265,8.42,26.0692307692308,6.62516339869281,14.8987872785462,3.85014760171006,3.13549421592915,-1.38068015033542,6.57228254269401,8.48052920704465,6.58340922215876,4.07753744390572,9.81274193922938
"NLA12_NE-110",35,10.5337175,2.47404642945943,0.571428571428571,0.421731454256296,19,2.22298479321392,75361.3726,299387209.9861,"NLA06608-0216",40.32809914,-96.53200107,32.08410411,1.5,4.582719371,425.89,10,10270202,47,47,"Region_7",545,21960,4163,1399,1285,9.24,27.9435897435897,6.36359477124183,19.51724831022,2.94443897916644,3.55534806148941,2.35458130277867,6.30078579466324,9.99697789562347,8.33399124719497,7.24351297466548,7.15851399732932
"NLA12_NE-111",18,0.607249,2.18821778562847,0.444444444444444,0.255025697860351,44,3.05144499483091,33760.785,12559568.4291,"NLA06608-0940",41.95667791,-103.5261925,98.27506919,2.4,4.982341369,1253.35,10,10180009,25,25,"Region_7",682,8440,838,140,35489,8.32,23,6.58875816993464,16.3459933576735,3.78418963391826,2.89037175789616,-0.498816357869428,6.52502965784346,9.04073758759,6.73101810048208,4.9416424226093,10.4769780682923
"NLA12_NE-112",20,1.4611409,1.81866415928387,0.2,0.523503927649962,45,2.7371538464928,113584.7509,13668163.8529,"NLA06608-0723",42.92365358,-102.0414043,59.10681649,1.4,3.443666951,1057.7,10,10150003,44,44,"Region_7",346,23960,1905,128,45573,9.12,21.3,6.58045751633987,16.4305798802125,3.80666248977032,2.99573227355399,0.379217568912425,5.84643877505772,10.0841410522294,7.5522372875608,4.85203026391962,10.7270707148758
"NLA12_NE-113",25,5.0099948,2.1853035487144,0.36,0.724232548105639,23,2.45810568043557,570551.7096,39576161.9877,"NLA06608-0648",42.26770048,-99.24832415,10.2933147,2.5,1.391692522,730.78,10,10220001,44,44,"Region_7",709,50620,5600,268,3604,8.92,19.3397435897436,6.38019607843137,17.4937375249604,3.13549421592915,3.2188758248682,1.61143487717208,6.56385552653213,10.8321020340991,8.63052187672324,5.59098698051086,8.18979961872823
"NLA12_NE-114",24,0.2511855,2.52509169894602,0.708333333333333,0.143954965553346,28,2.4452450953753,759.1314,399129.1996,"NLA06608-2740",41.32198742,-98.90067497,1117.854469,10.5,76.75741069,657.71,10,10210003,27,27,"Region_7",213,1780,330,241,56626,8.41,26.8615384615385,6.44954248366013,12.8970404519786,3.3322045101752,3.17805383034795,-1.38156356898406,5.36129216570943,7.48436864328613,5.79909265446053,5.48479693349065,10.9442235226735
"NLA12_NE-121",20,9.3958832,2.16425388802529,0.35,0.395447785046966,24,2.35290408269181,4976445.5547,105495514.3221,"",42.51739225,-100.5028037,159.8335591,1.6,6.269462625,881.22,10,10150004,44,44,"Region_7",621,48760,8475,374,11305,8.92,22.4358974358974,6.49627450980392,18.4741789917025,3.17805383034795,2.99573227355399,2.24027163589778,6.43133108193348,10.7946655835952,9.04487593224865,5.92425579741453,9.33300038471207
"NLA12_NE-125",14,7.9670971,1.25899589989931,0.357142857142857,0.581097725042161,45,2.80909668891135,4239977.5365,96258189.178,"",42.55808515,-100.5237021,10.61118742,1.5,1.372779249,879.36,10,10150004,44,44,"Region_7",1196,62510,9088,455,18185,9.07,20.3,6.49627450980392,18.3825446098817,3.80666248977032,2.63905732961526,2.07532019809853,7.08673793451058,11.0430818229259,9.11471014096093,6.12029741895095,9.80835235742109
"NLA12_NE-127",10,0.7230026,1.69476241449117,0.4,0.338076239283234,21,1.87483906018178,114140.9574,14599548.6186,"",42.0197906,-102.436373,122.2560797,1,6.509214165,1180.14,10,10180009,44,44,"Region_7",22590,311560,17400,566,155947,9.67,21.5,6.58045751633987,16.4965011696664,3.04452243772342,2.30258509299405,-0.324342460702591,10.025262609462,12.6493472150339,9.76422548520262,6.33859407820318,11.957271484916
"NLA12_NE-129",22,3.3043274,2.21253862086442,0.636363636363636,0.543213575022862,65,2.88068040394198,3538488.764,83340829.2817,"",41.38619711,-96.48110256,43.7105103,2.1,11.61514325,359.2,10,10200202,47,47,"Region_7",492.5,4760,2208.5,242.5,46169.5,8.595,27.0679487179487,6.32588235294118,18.2384491344934,4.17438726989564,3.09104245335832,1.19523294275913,6.19949446061214,8.46800294722547,7.70006883103658,5.49100171037754,10.7400746858994
"NLA12_NE-133",24,0.3672723,0.583654268021407,0.166666666666667,0.883405854457306,16,1.71628373761842,6133.003,550986.1823,"",42.10977927,-98.56233501,73.73345552,1.2,5.949549215,621.19,10,10220001,44,44,"Region_7",276,24110,1999,96,41967,10.26,26.5923076923077,6.30522875816993,13.2194650103251,2.77258872223978,3.17805383034795,-1.00165174419233,5.62040086571715,10.0903819711752,7.6004023345004,4.56434819146784,10.6446388741445
"NLA12_NE-135",8,542.1770485,0.212828908997836,0.375,0.99999983824472,9,1.25102599461242,2674978.6478,59714803.7457,"",41.92340362,-102.3884007,11.39640522,1,1.308100197,1179.53,10,10180009,44,44,"Region_7",16270,515810,51313,3636,254687,9.57,25.2525641025641,6.67758169934641,17.9050905165633,2.19722457733622,2.07944154167984,6.2955926058477,9.69707820021308,13.1534937596009,10.8456994103617,8.19863945529737,12.4477906192252
"NLA12_NE-149",19,3.850834,1.78705901865562,0.315789473684211,0.686468281935809,20,1.73370385583338,5988503.7279,133335478.8711,"",40.94645984,-100.2425074,4.718959414,1.4,0.833477235,787,10,10200101,27,27,"Region_7",647,12070,4500,421,66577,9.45,22.901282051282,6.62941176470588,18.7083789078079,2.99573227355399,2.94443897916644,1.34828974821686,6.4723462945009,9.39847831409158,8.41183267575841,6.04263283368238,11.1061144515377
"NLA12_NE-154",14,14.6105978,1.31381545322876,0.357142857142857,0.913589983292812,20,2.34673673467477,695394.2515,37942033.1803,"",40.57928385,-96.84481374,52.77776641,2.5,4.503244824,409.1,10,10200203,47,47,"Region_7",246,12560,3513,873,14588,8.88,22.5,6.36359477124183,17.4515701103948,2.99573227355399,2.63905732961526,2.68174714210554,5.50533153593236,9.43827244002219,8.16422565226583,6.7719355558396,9.58795455192857
"NLA12_NE-156",11,5.533234,0.868301505813219,0.363636363636364,0.843256294600951,21,1.84680857755774,2951195.0342,27540368.1557,"",42.35166617,-101.2441503,15.61368393,1,1.587822946,1015.33,10,10210006,44,44,"Region_7",324,37500,12875,1156,101652,9.64,22.5,6.56575163398693,17.131163419211,3.04452243772342,2.39789527279837,1.71077245472602,5.78074351579233,10.5320962119585,9.46304272553194,7.05272104923232,11.5293104942196
"NLA12_NE-157",13,1.2389588,1.18852067999226,0.307692307692308,0.689062622582769,16,1.77072429735281,473325.9352,8468785.9914,"",41.09244722,-96.35328376,37.83887485,21.6,4.793030005,323.19,10,10200203,47,47,"Region_7",416,4270,691,47,6641,8.82,14.9461538461538,6.32588235294118,15.9518977259422,2.77258872223978,2.56494935746154,0.214271349471042,6.03068526026126,8.35936910622267,6.53813982376767,3.85014760171006,8.80101783354071
"NLA12_NE-158",15,0.2801636,1.86346336434243,0.133333333333333,0.205769057793375,4,0.776599027905616,753738.066,3059260.0413,"",40.16908467,-96.83069073,38.5914698,2.9,4.609018572,403.72,10,10270202,27,27,"Region_7",264,8550,2396,697,18353,8.21,23.9448717948718,6.36359477124183,14.9336836281176,1.38629436111989,2.70805020110221,-1.27238156072704,5.57594910314632,9.05368656193081,7.78155595923534,6.54678541076052,9.81754832785847
"NLA12_NE-160",15,0.9780304,1.20200068148944,0.2,0.0875240687815021,31,1.97964920324756,483589.1583,22400866.8598,"",41.93354662,-103.4942217,785.0606322,7.5,17.08228209,1253.72,10,10180009,25,25,"Region_7",603,6010,616,81,16585,8.53,21.0935897435897,6.58875816993464,16.9246102151747,3.43398720448515,2.70805020110221,-0.0222145255858317,6.40191719672719,8.70118002752925,6.42324696353352,4.39444915467244,9.71625395138115
"NLA12_NE-170",15,17.121069,1.47260952542349,0.2,0.0118550190995667,6,1.59775746127612,3724245.3544,52442235.8749,"",40.76510679,-96.85405546,88.24165564,3.5,7.29050665,375.32,10,10200203,47,47,"Region_7",445,12250,4025,319,5512,9.36,24.2333333333333,6.36359477124183,17.775222852772,1.79175946922805,2.70805020110221,2.84030981035299,6.09807428216624,9.41328121597287,8.30028018985266,5.76519110278484,8.61468281269349
"NLA12_NH-101",33,1.003445,2.77894114887796,0.575757575757576,0.369783495856773,54,2.906810783026,16435.1389,20553504.7116,"NLA06608-0726",43.83668383,-71.09323178,12.01846407,5.95,1.615126434,124.81,1,1060002,58,58,"Region_1",50.4,2755,199.5,21,7286,7.235,19.8929487179487,-7.69065359477124,16.8385420299419,3.98898404656427,3.49650756146648,0.00343907958083311,3.91999117507732,7.92117272158701,5.29581423632992,3.04452243772342,8.89370997756851
"NLA12_NH-102",19,0.200463,2.09847162316418,0.473684210526316,0.139375346073839,32,1.94688483045588,85113.0836,7700196.2021,"NLA06608-0358",44.84033593,-71.13438995,13.10744099,3.1,1.502314021,444.3,1,1040001,58,58,"Region_1",19.78,6830,388,20,5100,6.96,22.5641666666667,-7.74385620915033,15.8567563672915,3.46573590279973,2.94443897916644,-1.60712558791823,2.98467132619457,8.82907995256484,5.96100533962327,2.99573227355399,8.53699581871242
"NLA12_NH-103",31,0.1681545,2.59547536165377,0.258064516129032,0.13847384399466,34,2.18674514074079,648.0651,728810.1315,"NLA06608-0930",43.53695021,-71.5109902,1669.501872,43.9,43.11862338,146.79,1,1070002,58,58,"Region_1",80.9,2210,133,6,1711,7.36,14.9833333333333,-7.69065359477124,13.4991685264504,3.52636052461616,3.43398720448515,-1.78287207933415,4.39321382406445,7.7007477945118,4.89034912822175,1.79175946922805,7.44483327389219
"NLA12_NH-104",31,0.3857057,1.46216193001714,0.483870967741935,0.108811718364546,20,1.60515942263636,32449.1804,3458265.7174,"NLA06608-0994",43.14263278,-72.08689779,300.8288587,9.1,24.69505939,395,1,1070003,58,58,"Region_1",25.4,5430,225,18,3671,6.7,15.9125,-7.64915032679739,15.0562777836266,2.99573227355399,3.43398720448515,-0.95268063555203,3.23474917402449,8.59969441292798,5.41610040220442,2.89037175789616,8.20821938349683
"NLA12_NH-105",34,0.5539261,2.5655121778622,0.176470588235294,0.0834712428246295,30,1.68515308938428,6424.3195,388010.5292,"NLA06608-0162",42.7329984,-72.10333954,53.36929127,2.5,3.016796043,270.74,1,1080202,58,58,"Region_1",44.5,6480,414,27,1107,6.48,23.3,-7.65143790849673,12.8687877553506,3.40119738166216,3.52636052461616,-0.590723994634363,3.79548918917219,8.77647578934632,6.02586597382531,3.29583686600433,7.00940893270864
"NLA12_NH-107",23,1.245498,2.35347799313959,0.130434782608696,0.0596542106049147,21,1.58205006797216,12119.2541,1421705.039,"",42.94554682,-71.23683903,4.074796615,2.4,1.385344576,92.72,1,1060003,59,59,"Region_1",128.3,7030,450,18,1085,7.78,23.525641025641,-7.65601307189542,14.1673674409658,3.04452243772342,3.13549421592915,0.219535449937998,4.85437127162159,8.85794198480471,6.10924758276437,2.89037175789616,6.98933526597456
"NLA12_NH-108",29,0.4511986,2.31001314568056,0.206896551724138,0.285685283597954,16,1.53562586808785,68898.2347,2129359.5211,"",43.36765664,-71.24468602,34.10740133,2.7,2.681281544,185.09,1,1070006,58,58,"Region_1",64,5490,266,27,4687,7,18.6166666666667,-7.69065359477124,14.5713317981488,2.77258872223978,3.36729582998647,-0.795847681639981,4.15888308335967,8.61068353450358,5.5834963087817,3.29583686600433,8.45254799792271
"NLA12_NH-109",14,0.0221834,1.94164823308871,0.285714285714286,0.0800508488329111,32,2.79802971318162,2270.2736,594357.3132,"",42.99011487,-72.07432508,70.28488728,18.9,4.566072537,422.83,1,1070003,58,58,"Region_1",15.8,1940,125,7,3586,6.63,21.4269230769231,-7.65143790849673,13.2952359548674,3.46573590279973,2.63905732961526,-3.80841101755444,2.76000994003292,7.57044325205737,4.8283137373023,1.94591014905531,8.18479265416508
"NLA12_NH-111",19,0.7068368,0.930434449792797,0.157894736842105,0.0913273049733687,37,2.93951450301658,2131.7841,5512930.2354,"",43.38482901,-70.98609163,40.79827967,5.5,4.371485001,76.02,1,1060003,59,59,"Region_1",74.9,4110,239,13,3906,7.33,23.88,-7.54202614379085,15.5226068429298,3.61091791264422,2.94443897916644,-0.346955474243973,4.31615389052317,8.32117830749028,5.47646355193151,2.56494935746154,8.27026911143662
"NLA12_NH-112",23,1.1135523,1.67975377922366,0.217391304347826,0.120316127046749,29,1.88380161695977,50743.5885,895420.3554,"",42.73918269,-71.9370297,2.642018802,4.1,0.698884184,370.78,1,1080202,58,58,"Region_1",20.09,3705,177.5,13,2848.5,6.655,22.2474358974359,-7.65601307189542,13.7050485578342,3.36729582998647,3.13549421592915,0.10755517562889,3.00022217882684,8.21743853773019,5.17897060891547,2.56494935746154,7.95454781892045
"NLA12_NH-115",19,0.1592568,2.09103777741872,0.105263157894737,0.0121062334543957,28,2.37786893273476,3875.6345,526205.4455,"",43.80812429,-71.11845765,20.35454689,4.3,2.418769218,132.13,1,1060002,58,58,"Region_1",55.1,3400,248,12,1744,7.07,26.3875,-7.69065359477124,13.1734469962615,3.3322045101752,2.94443897916644,-1.8372372852845,4.00914971615887,8.13153071060425,5.51342874616498,2.484906649788,7.46393660446893
"NLA12_NH-R04",17,0.1733703,1.79773892637764,0.176470588235294,0.170014125833548,15,1.90653551171071,5355.8771,207966.635,"NLA06608-NH4912",43.02256679,-72.01641972,42.21536711,16.9,2.939902592,352.85,1,1070003,58,58,"Region_1",15.11,2260,181,14,4864,6.6,12.5666666666667,-7.64915032679739,12.2451329371628,2.70805020110221,2.83321334405622,-1.75232550958265,2.71535677628465,7.72312009226633,5.19849703126583,2.63905732961526,8.489616423646
"NLA12_NJ-101",39,4.4811899,2.84384348144096,0.487179487179487,0.301820505308199,38,2.32890841615206,172604.7496,23330498.9341,"NLA06608-0781",40.95091108,-74.78413343,22.7240752,4.2,2.950436173,183.07,2,2040105,58,58,"Region_2",363.5,3445,605.5,49.5,11002.5,8.525,24.7205128205128,-7.62477124183007,16.9652720297141,3.63758615972639,3.66356164612965,1.49988861383932,5.89577929697357,8.14467918344776,6.40605456299315,3.90197266957464,9.30587779868525
"NLA12_NJ-102",27,1.3681502,2.34289262246593,0.259259259259259,0.0608197842605293,33,2.81984039802477,17462.5914,138654586.5386,"NLA06608-0077",40.92768105,-74.53808878,65.32853198,2.4,5.103482127,238.18,2,2030103,58,58,"Region_2",294,7140,828,158,3049,8.01,27.2192307692308,-7.62477124183007,18.7474964094544,3.49650756146648,3.29583686600433,0.313459608494931,5.68357976733868,8.87346805533363,6.71901315438526,5.06259503302697,8.02256894698825
"NLA12_NJ-104",44,0.4099804,2.60068169846683,0.318181818181818,0.437204802961312,19,2.34702536562461,8026.7424,3477743.0476,"NLA06608-0013",39.97091954,-74.5712097,37.14026102,3.6,8.284682952,15.44,2,2040202,84,84,"Region_2",66.2,6220,399,39,3270,6.31,22.55,-7.21228758169935,15.0618940918112,2.94443897916644,3.78418963391826,-0.891645925304522,4.19268046294296,8.73552518573323,5.98896141688986,3.66356164612965,8.0925452638913
"NLA12_NJ-105",18,0.2306041,1.32409903417179,0.277777777777778,0.317510399858459,41,2.50195354710296,9116.5197,3117811.8302,"",41.14260568,-74.40940536,11.99904778,1.4,2.934866238,347.89,2,2020007,58,58,"Region_2",94.2,4030,426,12,543,7.51,19.7470512820513,-7.68503267973856,14.9526419772598,3.71357206670431,2.89037175789616,-1.46705289160012,4.54542018158232,8.30152165494073,6.05443934626937,2.484906649788,6.29710931993394
"NLA12_NJ-106",28,1.9193382,2.04362650748441,0.25,0.0811148342694372,39,2.72543217518323,16913.8636,6256081.3916,"",41.03000369,-74.30117131,4.681237311,4.4,1.768736459,69.01,2,2030103,58,58,"Region_2",137.2,6040,1003,87,2803,7.63,20.5862820512821,-7.68503267973856,15.6490645712889,3.66356164612965,3.3322045101752,0.6519804391213,4.92143971529178,8.70615929092886,6.91075078796194,4.46590811865458,7.93844555116479
"NLA12_NJ-107",20,1.5852964,1.31082848020205,0.3,0.0694639185454531,23,1.64439122625333,19134.1263,5422619.158,"",41.24716907,-74.52116845,3.443556246,2.9,0.808129777,306.91,2,2020007,58,58,"Region_2",627,3570,465,49,3454,7.9,23.7994871794872,-7.68503267973856,15.5060894961766,3.13549421592915,2.99573227355399,0.460771393000908,6.44094654063292,8.18032087477368,6.14203740558736,3.89182029811063,8.14728825870662
"NLA12_NJ-108",15,0.6709753,1.58461753314914,0.266666666666667,0.262016202384797,23,2.02670974772076,18330.0005,4466289.2472,"",39.84947938,-74.78728568,28.69745215,2.1,7.516465582,21.56,2,2040202,84,84,"Region_2",128.8,6590,763,24,4407,6.27,19.0374358974359,-7.21228758169935,15.3120684757874,3.13549421592915,2.70805020110221,-0.39902295341824,4.85826081367025,8.79330862749655,6.63725803128446,3.17805383034795,8.39094946484199
"NLA12_NJ-118",19,1.1653096,1.77370286445336,0.263157894736842,0.157316991124076,15,1.86294953219128,202021.9801,4704371.6561,"",40.79987801,-74.78468146,2.53182338,4.3,0.721117835,282.49,2,2030105,58,58,"Region_2",354,2350,688,38,9637,8.04,21.125641025641,-7.62477124183007,15.3640027739643,2.70805020110221,2.94443897916644,0.152986802785064,5.86929691313377,7.7621706071382,6.53378883793334,3.63758615972639,9.17336513585129
"NLA12_NJ-119",17,1.0235094,1.06976478400458,0.0588235294117647,0.00444646624642627,19,2.11025979171378,22800.5257,623331.2134,"",41.05618106,-74.48217948,2.846421383,3.1,0.700955349,254.19,2,2030103,58,58,"Region_2",352,2910,336,17,4312,8.21,28.0551282051282,-7.68503267973856,13.3428332991943,2.94443897916644,2.83321334405622,0.0232373102489919,5.8636311755981,7.97590836016554,5.8171111599632,2.83321334405622,8.36915711258883
"NLA12_NJ-131",30,1.1275834,2.34096799321748,0.133333333333333,0.514618253514552,35,2.59643732149161,98423.0919,5312386.786,"",39.4076583,-74.77816024,11.86880463,1.7,1.98397022,9.02,2,2040302,84,84,"Region_2",38.7,4705,304,8,871,6.82,26.8480769230769,-7.21228758169935,15.4855517811171,3.55534806148941,3.40119738166216,0.120076758616999,3.65583960003574,8.45638105201948,5.71702770140622,2.07944154167984,6.7696419768525
"NLA12_NM-104",32,0.2991233,3.17510504146552,0.71875,0.355169256289965,35,2.06711832717805,57675.844,15986800.0044,"NLA06608-0564",35.97484061,-105.9169632,40.80006624,17.25,4.043800695,1915.69,13,13020101,22,22,"Region_6",93.4,3095,262,33,8537,8.28,24.8385897435897,6.57856209150327,16.5872739399795,3.55534806148941,3.46573590279973,-1.20689941601254,4.5368913452348,8.0375431851187,5.5683445037611,3.49650756146648,9.05216493701031
