"SITEID_07","zpSR","zpDen","zpDiv.Sh","Omni","W.Omni","phySR","phyDiv.Sh","phyDen.Ind","phyDen.BioV","LAT_DD","LON_DD","LakeArea","LakeDepth","LakePerim","LakeEleva","HUC_2","HUC_8","ECO3","EPA_REG","Cond","DOC","NTL","PTL","Silica","pH","Temp","Sol","ECO_L3_NAM","NUT_REG","NUTREG_NAME","ECO_NUTA","ECO3_X_ORIGIN","STATE","DATE","ln_phyDen","ln_phySR","ln_zpDen","ln_zpSR","ln_NTL","ln_PTL","Lat","ln_DOC","ln_Silica","ln_Temp","ln_Sol","Omni2"
"NLA06608-1269",9,6.36916275214148,1.11799820380875,-1.8037036270907,0,19,1.60212625430278,4178.793650767,1556499.43783,38.507851,-121.5362609,21.36912631,3.9,3.719272554,3.21,18,18020109,7,"Region_9",746.7,5660,1911,646,16672,2.13966949244258,24.4,7.610522876,"Central California Valley","I","Willamette and Central Valleys","III","WMTNS MAN-MADE","CA","7/24/2007",-0.053047062906295,-0.413667219781573,-0.327700987999633,-0.851779003921986,1.08730633373664,1.9759443847339,-0.421981899162735,0.0131060738063674,0.986000182901932,0.600031923283584,3.39736407526832,1.1198787332047
"NLA06608-1270",2,0.0436319211134866,0.692733743538781,-1.8037036270907,0,14,2.06063649425574,162.104857154,22610.51960766,43.355301,-109.3834683,74.834424,5.8,7.70584,1975,10,10080001,18,"Region_8",30.14,650,223,15,1661,-0.974305206613333,14.142857,6.099803922,"Wyoming Basin","III","Xeric West","III","WMTNS MAN-MADE","WY","8/30/2007",-2.38195879665927,-1.07949013290066,-4.02286254448177,-4.89517352260848,-0.950135476621402,-0.41766466855726,0.542283619341162,-2.57618531164217,-0.746655887059787,-1.31650188449675,0.700283374985686,1.1198787332047
"NLA06608-1271",17,48.2124616956078,2.30983179936585,-0.236401911476984,0.185028248587571,17,0.80437456904922,3090.41870109,305149.3557063,43.461332,-95.17278405,20.67346333,1.7,1.690061039,437.09,10,10230003,47,"Region_7",391.8,11210,3534,604,6308,1.37759973486771,24.933333,5.619477124,"Western Corn Belt Plains","VI","Corn Belt and Northern Great Plains","VI","PLNLOW NATURAL","IA","8/7/2007",-0.949765158831306,-0.656172218007403,1.17318354334277,0.85794251626939,1.67040886114154,1.93318014833555,0.56337554131921,0.830715560914779,0.25583441572051,0.676016843939545,-0.299418028979794,-0.468585280406636
"NLA06608-1273",16,45.6916996047431,2.09157633975004,-0.138445554251127,0.275086505190311,15,1.54777866722727,67923.47903803,9830012.40487999,40.935481,-74.25538694,32.68347138,2.2,4.349445499,55.92,2,2030103,64,"Region_2",397.3,6110,2297,197,13044,1.27248666485739,24.56,5.679738562,"Northern Piedmont","IX","Southeastern Temperate Forested Plains and Hills","IX","EHIGH MAN-MADE","NJ","9/7/2007",0.961227531755419,-0.929065132756068,1.13336493643777,0.69496602046179,1.26179715556976,1.22047550543009,0.0609276513608636,0.104635335193552,0.801637362094868,0.623000422297931,-0.169405141707296,-0.48682672976569
"NLA06608-1274",18,8.7729039422543,2.11353408875266,-1.06358892805089,0.145569620253165,27,1.29190714384181,3733.38271594,878775.53286433,47.915151,-90.34231242,53.7635467,7.6,3.862511141,592.67,4,4010101,50,"Region_5",30.3,5320,285,4,748,-0.961166072862041,22.475,5.188823529,"Northern Lakes and Forests","VIII","Nutrient Poor Largely Glaciated Upper Midwest and Northeast","VIII","PLNLOW NATURAL","MN","8/1/2007",-0.367656477908394,0.352484790406853,-0.0902763317297294,1.0116008437681,-0.717467392349021,-1.25847719427308,1.44933910718529,-0.0610125942649564,-1.34599605638539,0.311239184820545,-1.27125124890271,0.0656297927837519
"NLA06608-1278",18,10.518325742789,2.27767483093068,0.41664047002873,0.127835051546392,23,1.75203182089329,60487.88978322,8629312.256007,48.018904,-98.89293534,19994.28201,11.5,232.2767882,434.35,9,9020201,46,"Region_8",2466,15550,1965,303,10510,1.08853879233932,20.166667,5.226993464,"Northern Glaciated Plains","VI","Corn Belt and Northern Great Plains","VI","PLNLOW NATURAL","ND","8/21/2007",0.889531951685317,0.00289007662102084,0.0442677101035116,1.0116008437681,1.11373507828399,1.49434926447404,1.46997788434469,1.2222479225671,0.639362804542581,-0.0695999252531553,-1.18191635682936,-0.410111495041094
"NLA06608-1279",14,5.01108060728343,1.94353657699105,-0.37633956465678,0.521452145214521,42,2.78262460211616,840.577959702,176871.82431552,36.039904,-106.8487839,14.46213324,3.4,1.509856336,2868.2,13,13020202,21,"Region_6",72.36,9690,496,40,3087,-0.277931117794922,16.175,6.077189542,"Southern Rockies","II","Western Forested Mountains","II","WMTNS MAN-MADE","NM","8/26/2007",-1.24990666807681,1.31581173119132,-0.505522235311061,0.335995064467242,-0.191951072717103,0.206273199976599,-0.912911396856397,0.656383636626482,-0.281035461875175,-0.844699727877634,0.655010694876667,-0.425987791221936
"NLA06608-1281",14,17.5850629715527,1.57602566339138,-0.37633956465678,0.00834724540901502,24,1.58586144508821,3523.697464,291086.0801,48.135006,-116.1556177,6.233209903,9.5,1.018033316,839,17,17010213,15,"Region_10",139.3,5060,400,4,1875,1.14109532734448,22.177778,5.483594771,"Northern Rockies","II","Western Forested Mountains","II","WMTNS NATURAL","ID","7/18/2007",-0.97573141098438,0.0956827067453098,0.425341731356054,0.335995064467242,-0.395970644111349,-1.25847719427308,1.49307315200693,-0.120961189297778,-0.655610674664498,0.26445582815421,-0.597772591485866,-0.425987791221936
"NLA06608-1283",16,24.262681871805,2.19537339670635,-0.554760072461019,0.0551053484602917,28,0.947268905320531,64779.023134,13038919.0346,45.888164,-93.27559075,7.142349516,5.5,1.337413971,300.96,7,7030004,51,"Region_5",70.29,14240,1012,68,825,-0.882331270354297,18.75,5.465816993,"North Central Hardwood Forests","VII","Mostly Glaciated Dairy Region","VII","PLNLOW NATURAL","MN","6/27/2007",1.11669735285079,0.431777081940147,0.664019317569798,0.69496602046179,0.484386799748612,0.543823348419839,1.04612635191073,1.11695646681352,-1.27238657291476,-0.325562564656558,-0.637352807979682,-0.343457559402743
"NLA06608-1284",10,26.8680355223712,1.51858570936434,0.194606060316787,0.341052631578947,11,1.5688972836361,129.8049012,4991.0942,36.823234,-107.4638244,6223.081149,48.5,271.8931761,1855,14,14080101,21,"Region_8",212.5,3380,180,5,7202,0.352747302267033,15.847222,6.092679739,"Southern Rockies","II","Western Forested Mountains","II","WMTNS MAN-MADE","NM","8/24/2007",-3.21338846972739,-1.60529521463888,0.73964960947822,-0.568539502809926,-1.15330481317045,-1.11652821451279,-0.757089653752362,-0.60370395709123,0.355407464845882,-0.916643963186967,0.686039307351579,-0.477534612273815
"NLA06608-1288",17,4.25641025641026,1.29715192140098,-0.628227340380412,0.0240963855421687,32,2.0132117355951,70114.56409,11923004.5123,33.720253,-94.00429471,10488.47613,10,187.8632545,80.44,11,11140109,35,"Region_6",62.6,5200,619,86,10509,0.99656485608028,29.71,5.184183007,"South Central Plains","IX","Southeastern Temperate Forested Plains and Hills","IX","PLNLOW MAN-MADE","AR","8/27/2007",1.06745912046746,0.722915272334942,-0.626552098492659,0.85794251626939,0.0181555348199852,0.693212565201738,-1.37434152491612,-0.0883084369612128,0.639291319945956,1.29197352880692,-1.28215694287401,-0.300281187097887
"NLA06608-1292",13,4.4452410826313,1.13029176075738,-0.778929428420192,0.032258064516129,27,2.17323352670771,9234.40553,1274243.0085,39.001937,-95.7860147,101.9459965,8.8,7.168881617,350.58,10,10270102,40,"Region_7",296,3960,395,17,3218,0.589251709790269,23.03,5.558366013,"Central Irregular Plains","IX","Southeastern Temperate Forested Plains and Hills","IX","PLNLOW MAN-MADE","KS","7/20/2007",-0.163162708498478,0.352484790406853,-0.594365573391951,0.136771428077538,-0.407900825392669,-0.338044261239751,-0.323697214849228,-0.414229589770615,-0.249812562403688,0.396964264140391,-0.432695759503738,-0.19493134468433
"NLA06608-1295",10,4.16105739811529,1.72770469767966,1.52681251858844,0.740196078431373,22,0.171833761914237,206936.20043,12463849.038,33.158572,-107.2214132,11.19860906,1.2,4.029969754,1296.36,13,13030101,24,"Region_6",1697,3690,740,138,46321,0.444721238526069,24.75,6.095294118,"Chihuahuan Deserts","III","Xeric West","III","WMTNS MAN-MADE","NM","7/12/2007",1.09187362383315,-0.0940279997980736,-0.643351953297754,-0.568539502809926,0.187494120228796,0.994043931520183,-1.48607235673466,-0.498717568343891,1.75369382854841,0.650081955206105,0.691268421620369,0.661744557980187
"NLA06608-1297",13,39.0812978490704,1.57853081846989,-0.26654232908494,0.0111940298507463,25,2.63184260329252,25568.04607,5298151.918,46.693467,-119.6483226,219.2839274,4.2,18.88189137,149.07,17,17020016,10,"Region_10",362.9,3890,1235,17,5656,0.930869187323828,20.36,6.367124183,"Columbia Plateau","III","Xeric West","III","WMTNS NATURAL","WA","9/13/2007",0.621073047188676,0.184686808172996,1.01749051472665,0.136771428077538,0.673260800773324,-0.338044261239751,1.20631901296917,-0.435567508565313,0.173869838323489,-0.036070902754405,1.22307676415739,-0.461054478201681
"NLA06608-1300",10,6.79960021627644,1.83947200192219,-0.471497168819041,0.0385542168674699,16,0.980578029022937,9103.110974,3012045.0293,35.503555,-104.225471,3550.868052,30,134.5654843,1280.5,11,11080003,26,"Region_6",850.3,4480,229,5,3863,0.61552997729285,20.711538,6.634117647,"Southwestern Tablelands","IV","Great Plains Grass and Shrublands","IVman","PLNLOW MAN-MADE","NM","8/15/2007",0.310275456454368,-0.788351942505867,-0.279210728149988,-0.568539502809926,-0.924954256632455,-1.11652821451279,-1.01960313098136,-0.266616970029439,-0.112568008230854,0.0240872389943334,1.72376564771653,-0.385907777228914
"NLA06608-1303",11,1.62620787178883,0.919241626515015,0.012941543279743,0.036231884057971,9,0.545331052923235,16173.92263,2271747.6555,44.231152,-93.52895007,349.8161313,2.8,12.12051789,304.59,7,7040002,51,"Region_5",425.4,12080,2338,817,34085,1.04912139108544,25.025,5.60875817,"North Central Hardwood Forests","VII","Mostly Glaciated Dairy Region","VII","PLNLOW NATURAL","MN","8/8/2007",0.155041526254275,-2.04281707368513,-1.33999446848019,-0.312318207667922,1.27857684378664,2.12533360151579,0.716509845222226,0.920141612269282,1.52325156583403,0.688912934160146,-0.322689944270168,-0.496265569339051
"NLA06608-1312",17,20.7052733743125,1.45084612157112,-0.236401911476984,0.0416666666666667,29,1.25546581033058,6968.777623,530436.1165,38.099098,-91.05983943,20.53019727,6.5,2.798196371,256.36,7,7140102,39,"Region_7",146,3760,287,5,3092,0.891451786069954,23.811111,5.809803922,"Ozark Highlands","XI","The Central and Eastern Forested Uplands","XI","EHIGH MAN-MADE","MO","9/27/2007",-0.64548392073382,0.508286606386925,0.546455481869339,0.85794251626939,-0.710834939402305,-1.11652821451279,-0.503291953621271,-0.476233923763538,-0.279819621882246,0.514177950095301,0.106569105822225,-0.468585280406636
"NLA06608-1316",15,28.1902552204176,1.91740304689003,-0.0274283493951555,0.38477366255144,11,1.51659028333436,49378.97449,5727396.037727,36.9216,-87.45542965,69.03387459,1.5,8.087835189,176.78,5,5130205,71,"Region_4",214.8,10500,2606,269,13893,-0.0545658440229797,28.733333,5.894052288,"Interior Plateau","IX","Southeastern Temperate Forested Plains and Hills","IX","EHIGH MAN-MADE","KY","8/17/2007",0.663946034180714,-1.60529521463888,0.775270034563895,0.521467832688276,1.38150180076634,1.41863580612991,-0.737522470595619,0.75243289772404,0.849009921997228,1.17450961502154,0.282050511049603,-0.495975031716026
"NLA06608-1319",12,18.8106796116505,1.98763906555746,0.41664047002873,0.496774193548387,31,2.14061559160856,169049.38589,28641421.39,45.117686,-97.52639653,61.81026895,3,3.937019396,531.23,10,10160010,46,"Region_8",2435,24170,4791,241,40198,0.0768254934899285,21.72,5.499738562,"Northern Glaciated Plains","VI","Corn Belt and Northern Great Plains","VI","PLNLOW NATURAL","SD","8/7/2007",1.54976726280748,0.653693657903882,0.475299495923711,-0.0784064917300982,1.95902654280232,1.34871559828832,0.892861157186523,1.74992900662023,1.64718050934427,0.191159770028825,-0.561941274724392,-0.410111495041094
"NLA06608-1321",10,64.6196150320807,1.47790713971515,-0.471497168819041,0.346099290780142,16,2.12049999162899,265.6827738,26091.3894,39.294588,-111.2808196,471.7497226,27,13.54202632,2131,14,14060009,19,"Region_8",363.4,2530,168,10,1438,0.497277773531233,14.656,6.840653595,"Wasatch and Uinta Mountains","II","Western Forested Mountains","II","WMTNS MAN-MADE","UT","8/1/2007",-2.30315575909904,-0.788351942505867,1.39036601411745,-0.568539502809926,-1.21874019876042,-0.675594409682991,-0.265482428052936,-0.950253480858096,-0.854963527608596,-1.19125653171755,2.09744522113821,-0.385907777228914
"NLA06608-1323",16,8.94268774703557,1.26460217667223,-0.138445554251127,0.0202578268876611,29,1.99117687090814,2724.906672,1524017.0946,32.755987,-86.38310821,2322.224572,21.5,144.242993,75.03,3,3150107,45,"Region_4",174.9,3120,233,9,3731,0.549834308536395,27.19,5.92130719,"Piedmont","IX","Southeastern Temperate Forested Plains and Hills","IX","EHIGH MAN-MADE","AL","6/26/2007",-0.0646535264658604,0.508286606386925,-0.0760632390577782,0.69496602046179,-0.908530696355452,-0.742617712021616,-1.56615545893621,-0.699468323348418,-0.138687913886509,0.980497262548152,0.338283290338347,-0.48682672976569
"NLA06608-1326",23,3.28233657858136,1.84491869533964,-1.22448342784215,0.0169491525423729,27,0.701983967332278,7891.132054,616702.3642,46.701338,-95.74771639,54.36982944,2.4,3.480720548,415.2,9,9020103,51,"Region_5",238.9,8510,854,24,13254,1.03598225733415,24.22,5.328366013,"North Central Hardwood Forests","VII","Mostly Glaciated Dairy Region","VII","PLNLOW NATURAL","MN","8/6/2007",-0.562555048472706,0.352484790406853,-0.819243283496017,1.67056081839563,0.323387115799622,-0.118679843487757,1.20788472976793,0.501026063985004,0.813635955199955,0.574011639408676,-0.947789203525673,0.248516899122415
"NLA06608-1329",11,8.61941360660404,0.761047589699623,0.012941543279743,0.0924702774108322,27,0.914710311668826,2533.3335825,562301.7594,45.068128,-116.1697398,148.1473824,3.4,8.405334686,1939.1,17,17060210,16,"Region_10",15.82,2330,181,9,3982,-2.20938377923466,16.55,6.250065359,"Idaho Batholith","II","Western Forested Mountains","II","WMTNS MAN-MADE","ID","8/8/2007",-0.613377651190946,0.352484790406853,-0.103364219001797,-0.312318207667922,-1.14805030163465,-0.742617712021616,0.883002969775407,-1.04877956677039,-0.0897744646732107,-0.76415759644331,0.99690151156989,-0.496265569339051
"NLA06608-1332",20,7.64154220215353,2.3639217251176,0.860709289452615,0.329545454545455,34,1.10067047389756,79994.34224,5799518.212,36.986255,-87.20570041,20.22132071,1.5,6.022271691,134.72,5,5110006,72,"Region_4",256.7,6490,932,148,3143,-0.369905054053957,28.966667,5.894052288,"Interior River Valleys and Hills","IX","Southeastern Temperate Forested Plains and Hills","IX","PLNLOW MAN-MADE","KY","8/21/2007",0.670832896875724,0.855094996833407,-0.192652551269684,1.29484034488016,0.40628203872897,1.03854689931708,-0.724661154419305,0.176821993424969,-0.267529167902316,1.20293177475684,0.282050511049603,-0.128317167204115
"NLA06608-1333",15,15.6692406692407,1.81893454317349,0.41664047002873,0.0965092402464066,24,1.51723224559424,2539.6604778,1180158.2812,43.454622,-73.59007456,16.64066608,14.9,2.175537207,279.34,2,2010001,58,"Region_2",42.01,3130,166,3,2470,-0.790357334095261,17.634444,5.474117647,"Northeastern Highlands","VIII","Nutrient Poor Largely Glaciated Upper Midwest and Northeast","VIII","EHIGH MAN-MADE","NY","9/24/2007",-0.205375728639717,0.0956827067453098,0.339810793779843,0.521467832688276,-1.23009886034605,-1.44148125797714,0.562040773218629,-0.695639789276659,-0.44855425769651,-0.541120626929949,-0.618856341889939,-0.410111495041094
"NLA06608-1334",20,5.63877575990631,2.12449345514999,0.860709289452615,0.0198388096714197,32,2.78671596976025,19371.556394,5609654.9404,45.414545,-84.80370819,1396.209943,15.5,40.81992156,181.95,4,4070004,50,"Region_5",299.1,3500,388,7,6970,0.733782181054466,21.423529,5.89130719,"Northern Lakes and Forests","VIII","Nutrient Poor Largely Glaciated Upper Midwest and Northeast","VIII","PLNLOW NATURAL","MI","7/31/2007",0.65251452411822,0.722915272334942,-0.418015120727759,1.29484034488016,-0.424859280626555,-0.902487116642156,0.951913008687322,-0.561964286536181,0.330808311401078,0.142862132955349,0.276372370732278,-0.128317167204115
"NLA06608-1336",14,33.2129963898917,2.00788604574012,-0.37633956465678,0.0144927536231884,24,1.51853224780949,1696.0947494,195118.8847,36.387272,-96.82324072,9.519015268,2.3,1.575451462,277.48,11,11060006,27,"Region_6",176.3,6510,1136,94,8823,-0.369905054053957,23.485,5.393529412,"Central Great Plains","V","South Central Cultivated Great Plains","V","PLNLOW MAN-MADE","OK","9/19/2007",-1.19587237007593,0.0956827067453098,0.896848198064326,0.335995064467242,0.594011641917186,0.74979499753251,-0.84381218291264,0.180503275949278,0.507917131774059,0.465716166420066,-0.799630010789156,-0.425987791221936
"NLA06608-1338",5,7.53828480285581,0.144096473558495,0.860709289452615,0.988664987405542,14,1.15595301165039,2597.403872,182410.0807,46.011559,-109.1798402,217.9717107,1.4,16.16217978,1216.38,10,10070004,43,"Region_8",27370,43210,4316,182,847,1.19365186234964,22.2,5.957647059,"Northwestern Great Plains","IV","Great Plains Grass and Shrublands","IVnat","PLNLOW NATURAL","MT","6/27/2007",-1.23293861076191,-1.07949013290066,-0.20274033469128,-2.43191935050002,1.86000014060822,1.17009565265089,1.07067235932819,2.44499848137236,-1.25261523797138,0.267975240245874,0.412859034513331,-0.128317167204115
"NLA06608-1339",6,37.6153846153846,1.07893856198491,1.52681251858844,0.529652351738241,12,1.2074499819223,141233.56408,8043944.72,40.222924,-104.9523623,72.49623567,7.5,5.616838896,1487.14,10,10190005,25,"Region_8",3491,15910,3372,184,3952,0.300190767261871,22.85,6.082614379,"High Plains","V","South Central Cultivated Great Plains","V","PLNLOW MAN-MADE","CO","8/30/2007",0.850873297762256,-1.4155845080955,0.989142720595473,-1.94178633942019,1.62590409120192,1.17704799522425,-0.0808157694209054,1.2496305364713,-0.0954558683643026,0.369390007100601,0.665886245233272,0.661744557980187
"NLA06608-1342",19,1.67256575751267,2.09297306552744,0.299780254390865,0.211618257261411,21,0.798817556487712,12517.075979,1028317.3485,47.742559,-92.04084194,30.92001994,3.7,3.202591757,444.62,9,9030001,50,"Region_5",41.04,12860,279,12,7200,-0.93488780535946,19.3,5.093006536,"Northern Lakes and Forests","VIII","Nutrient Poor Largely Glaciated Upper Midwest and Northeast","VIII","PLNLOW NATURAL","MN","7/17/2007",-0.281170976956029,-0.195455483649486,-1.31915270854614,1.15694915270048,-0.737647662306519,-0.559613648317552,1.41500672327836,0.99500198333776,0.355198808444691,-0.223963251163762,-1.49843422342804,-0.451703222672091
"NLA06608-1344",9,0.632177241619302,1.4058020046095,0.41664047002873,0.788990825688073,34,1.92201284431645,44446.80662,15238110.277,48.392478,-112.5192316,8.303350174,2.5,1.119851109,1187,10,10030201,42,"Region_8",684.6,5870,419,27,232,0.812616983562211,19.5,5.778366013,"Northwestern Glaciated Plains","V","South Central Cultivated Great Plains","V","PLNLOW NATURAL","MT","7/10/2007",1.20247362331029,0.855094996833407,-2.04058018130206,-0.851779003921986,-0.351957127446795,-0.0437541660660895,1.54429005400287,0.0566923914784101,-2.22547892484194,-0.187734395867365,0.0404341670307243,-0.410111495041094
"NLA06608-1346",11,5.45745546139113,0.957992085412392,-0.592606846843737,0.00961538461538462,18,1.1740449325662,692.51406,386342.86667,39.469199,-79.49911328,60.88719073,5,4.001488569,782.59,5,5020006,67,"Region_3",59.83,2190,125,3,264,-0.790357334095261,23.48,5.627124183,"Ridge and Valley","XI","The Central and Eastern Forested Uplands","XI","EHIGH MAN-MADE","WV","7/12/2007",-0.819927127824715,-0.531549858844324,-0.44225019068628,-0.312318207667922,-1.49914579972609,-1.44148125797714,-0.230748420182511,-1.12291753887747,-2.12840636746268,0.464967913923025,-0.282842618146718,-0.32188491762166
"NLA06608-1347",16,1.48818815693621,2.18824273505448,-0.138445554251127,0.311188811188811,31,0.382942630334261,24451.137689,1216643.655,47.069361,-92.0010507,39.88681896,5.8,3.563273582,428.28,4,4010202,50,"Region_5",121.2,7680,551,12,8506,0.103103760992509,20.75,5.093006536,"Northern Lakes and Forests","VIII","Nutrient Poor Largely Glaciated Upper Midwest and Northeast","VIII","PLNLOW NATURAL","MN","6/28/2007",-0.188619348252859,0.653693657903882,-1.40575821331531,0.69496602046179,-0.0922145075969295,-0.559613648317552,1.28109268217927,0.378247000815129,0.480428145043242,0.0306071110838723,-1.49843422342804,-0.48682672976569
"NLA06608-1348",16,10.1279317697228,2.10322027909685,-0.138445554251127,0.0547368421052632,23,2.07655748681056,2840.403961,2408758.9017,36.579793,-81.99701482,3121.566699,38.5,260.7463064,526.88,6,6010102,67,"Region_3",191.5,2370,396,5,1597,0.536695174785104,15.626667,5.553333333,"Ridge and Valley","XI","The Central and Eastern Forested Uplands","XI","EHIGH MAN-MADE","VA","8/8/2007",0.187270573054708,0.00289007662102084,0.0162231764573259,0.69496602046179,-0.405502753555539,-1.11652821451279,-0.805515478070324,-1.02841454951781,-0.776175406736884,-0.965896216373435,-0.443736798858199,-0.48682672976569
"NLA06608-1349",12,27.2431993503857,1.76149281665961,-1.24861760281084,0.00447093889716841,23,1.38828848624481,6749.664471,1241052.65894,28.632143,-81.35534067,39.15272032,3.1,2.487069564,19.8,3,3080101,75,"Region_4",248.8,8160,804,30,615,0.1162428947438,31.225,5.46496732,"Southern Coastal Plain","XII","Southeastern Coastal Plain","CPL","PLNLOW NATURAL","FL","8/23/2007",-0.177687436234283,0.00289007662102084,0.74993155179799,-0.0784064917300982,0.266166091871645,0.0232691362725353,-2.38647966504234,0.450779260862,-1.4930797151511,1.46675195435673,-0.639247731067164,0.278168384357205
"NLA06608-1354",8,2.67119689738804,1.13829050776964,-0.971074590670912,0.0251046025104603,12,0.132028369558483,46112.951,1119424.8983,45.181776,-108.1327104,5253.904341,50.2,298.4478029,1109,10,10080014,43,"Region_8",644,3510,480,6,5604,0.720643047303176,19.475862,6.02496732,"Northwestern Great Plains","IV","Great Plains Grass and Shrublands","IVman","PLNLOW MAN-MADE","MT","7/28/2007",-0.234452043593015,-1.4155845080955,-0.972011434568365,-1.1684138272283,-0.22305015083353,-1.00054745314735,0.905610082308167,-0.558550829508932,0.166930907445823,-0.192087089549645,0.54981781191236,-0.0278835921200293
"NLA06608-1355",29,8.90890890890891,2.65654578974182,0.722894828252099,0.10561797752809,55,3.06098679880705,33270.323955,5831342.2818,41.204516,-86.40554386,744.9768845,26,11.64575562,223.18,5,5120106,56,"Region_5",389.6,5440,584,5,1843,0.681225646049302,15.2125,5.878562092,"Southern Michigan/Northern Indiana Drift Plains","VII","Mostly Glaciated Dairy Region","VII","PLNLOW NATURAL","IN","7/3/2007",0.673844550102016,1.90375859038217,-0.0788693371644883,2.2937105164836,-0.0370475617848929,-1.11652821451279,0.114444690994215,-0.0343256318379016,-0.668542976657928,-1.06029175330736,0.249974870480844,-0.236738202602493
"NLA06608-1356",15,5.52596742911677,1.83842162581612,0.41664047002873,0.122562674094708,33,0.828578385316095,13729.366009,3924361.43,35.520434,-94.97046064,8.824124467,3.7,1.258082601,174.34,11,11110104,38,"Region_6",78.42,4980,416,21,5362,-1.31592268414689,30.558,5.36496732,"Boston Mountains","XI","The Central and Eastern Forested Uplands","XI","EHIGH MAN-MADE","OK","8/13/2007",0.455886469380698,0.790006649453103,-0.432999608641478,0.521467832688276,-0.358772272265293,-0.20362357068663,-1.01624552281896,-0.14002798129802,0.133767269793591,1.39087214865653,-0.864348822549862,-0.410111495041094
"NLA06608-1358",11,1.67192429022082,2.18484162578925,1.2240383235267,0.193396226415094,36,2.73140100029518,9376.58104,4635024.61711,46.471362,-89.57932002,5280.382652,7,60.9739314,395,4,4020102,50,"Region_5",79.23,6140,288,11,11010,-0.409322455307829,20.775,5.476993464,"Northern Lakes and Forests","VIII","Nutrient Poor Largely Glaciated Upper Midwest and Northeast","VIII","PLNLOW NATURAL","MI","8/28/2007",0.547483659109012,0.979717355996486,-1.31943714110278,-0.312318207667922,-0.707536025097923,-0.614964457778428,1.16213739315106,0.110495343038412,0.674279282076665,0.0348384997216395,-0.612454658894753,0.247975474617743
"NLA06608-1359",7,0.704225352112676,1.28135670496248,1.05102449777714,0.684210526315789,31,0.85929744959923,28865.519616,13357441.5628,40.188536,-83.96549218,152.6624672,4,7.649120885,325.75,5,5080001,55,"Region_5",392.2,4530,1166,108,10138,0.773199582308338,24.84,5.702875817,"Eastern Corn Belt Plains","VI","Corn Belt and Northern Great Plains","VI","PLNLOW NATURAL","OH","7/31/2007",1.1299797722961,0.653693657903882,-1.96055230968977,-1.52738478322285,0.618733377927944,0.838113443593501,-0.0876563067447173,-0.253338078151455,0.612289799488928,0.662837569352782,-0.119853105949715,0.0524306440613377
"NLA06608-1360",12,61.4833839209277,1.15725355603436,0.41664047002873,0.0493670886075949,34,2.5006813074037,19656.696316,4692928.484,40.430319,-101.5543964,651.8239396,12,29.84749004,948.55,10,10250005,25,"Region_7",289.7,4410,734,60,12659,0.27391249975929,24.415385,6.351176471,"High Plains","V","South Central Cultivated Great Plains","V","PLNLOW MAN-MADE","NE","8/19/2007",0.554316271755598,0.855094996833407,1.35347616313781,-0.0784064917300982,0.179772745916394,0.46420294110233,-0.0395602954685976,-0.285458554334618,0.779129517016914,0.602247023051594,1.19250921510929,-0.410111495041094
"NLA06608-1364",14,17.1340780668177,2.10918750662598,0.0994484561545259,0.196048632218845,23,1.74354590501247,69417.40003,6482776.3022,35.371337,-86.3816758,12.42375294,2.4,1.940902142,266.37,6,6040002,71,"Region_4",132.6,4080,2072,213,9209,-0.172818047784596,25.74,5.795555556,"Interior Plateau","IX","Southeastern Temperate Forested Plains and Hills","IX","EHIGH MAN-MADE","TN","6/20/2007",0.732126320704707,0.00289007662102084,0.406077479303757,0.335995064467242,1.16402317492854,1.27015013816713,-1.04590422915165,-0.378513030698319,0.540085888467823,0.787910123995297,0.0766397219508953,-0.491435530539723
"NLA06608-1365",10,7.4851411589896,1.2599837812801,-0.471497168819041,0.459057071960298,24,2.30411701456137,922.245476,379600.9162,42.974302,-76.06888458,87.90966101,5.7,5.920765609,347.24,4,4140202,83,"Region_2",426.2,2420,257,13,3398,0.61552997729285,21.7,5.488235294,"Eastern Great Lakes and Hudson Lowlands","VII","Mostly Glaciated Dairy Region","VII","EHIGH MAN-MADE","NY","8/21/2007",-0.829615702416235,0.0956827067453098,-0.20798622071281,-0.568539502809926,-0.815548188596109,-0.508695839469422,0.466494452194629,-1.00343627533543,-0.208923352406704,0.187922397308774,-0.587462109301037,-0.385907777228914
"NLA06608-1367",13,4.67983106951261,1.28338536983585,0.758231869585565,0.817073170731707,39,2.57471955544871,401559.5051,63185356.055,44.824534,-96.61488782,55.19261105,1,4.943863276,510.14,7,7020003,46,"Region_8",850.5,22080,5338,242,44865,0.654947378546721,24,5.548169935,"Northern Glaciated Plains","VI","Corn Belt and Northern Great Plains","VI","PLNLOW NATURAL","SD","8/14/2007",1.98520543541468,1.15423428874428,-0.556232346322281,0.136771428077538,2.06156385221084,1.35134969320561,0.834546710357684,1.64172518668777,1.72970027114727,0.541945181964135,-0.455075020323841,-0.210736934382061
